entry,at,order
"""SANJAY @ vrF6WbyhIw"" shows a 3♣, Q♥.",2021-01-02T05:38:04.908Z,160956588490900
"""HARISON @ bLf5mbMF33"" shows a 6♠, 7♥.",2021-01-02T05:38:01.587Z,160956588158700
"-- ending hand #84 --",2021-01-02T05:38:00.372Z,160956588037302
"""HARISON @ bLf5mbMF33"" collected 60 from pot",2021-01-02T05:38:00.372Z,160956588037301
"Uncalled bet of 40 returned to ""HARISON @ bLf5mbMF33""",2021-01-02T05:38:00.372Z,160956588037300
"""CONOR @ UA0JtktTD_"" folds",2021-01-02T05:37:59.562Z,160956587956300
"""SANJAY @ vrF6WbyhIw"" folds",2021-01-02T05:37:54.392Z,160956587439300
"""HARISON @ bLf5mbMF33"" bets 40",2021-01-02T05:37:52.223Z,160956587222400
"""CONOR @ UA0JtktTD_"" checks",2021-01-02T05:37:47.128Z,160956586712900
"Flop:  [10♠, 6♣, 7♦]",2021-01-02T05:37:40.541Z,160956586054300
"""HARISON @ bLf5mbMF33"" checks",2021-01-02T05:37:39.735Z,160956585973600
"""CONOR @ UA0JtktTD_"" calls 20",2021-01-02T05:37:38.907Z,160956585890800
"""SANJAY @ vrF6WbyhIw"" calls 20",2021-01-02T05:37:38.068Z,160956585806900
"""FINN @ TjsSi2aE2P"" folds",2021-01-02T05:37:37.233Z,160956585723400
"""SIMON @ V_qMu0YYL8"" folds",2021-01-02T05:37:36.408Z,160956585640900
"""HARISON @ bLf5mbMF33"" posts a big blind of 20",2021-01-02T05:37:30.174Z,160956585017508
"""CONOR @ UA0JtktTD_"" posts a small blind of 10",2021-01-02T05:37:30.174Z,160956585017507
"Player stacks: #1 ""HARISON @ bLf5mbMF33"" (1540) | #4 ""SIMON @ V_qMu0YYL8"" (1575) | #6 ""FINN @ TjsSi2aE2P"" (245) | #8 ""SANJAY @ vrF6WbyhIw"" (1410) | #9 ""CONOR @ UA0JtktTD_"" (610)",2021-01-02T05:37:30.174Z,160956585017501
"-- starting hand #84  (No Limit Texas Hold'em) (dealer: ""SANJAY @ vrF6WbyhIw"") --",2021-01-02T05:37:30.174Z,160956585017500
"""HARISON @ bLf5mbMF33"" shows a 2♣, 8♥.",2021-01-02T05:37:26.814Z,160956584681500
"""CONOR @ UA0JtktTD_"" shows a J♣, 9♣.",2021-01-02T05:37:25.822Z,160956584582300
"""SANJAY @ vrF6WbyhIw"" shows a Q♥, 5♣.",2021-01-02T05:37:25.755Z,160956584575500
"""SIMON @ V_qMu0YYL8"" shows a K♠, K♣.",2021-01-02T05:37:25.684Z,160956584568500
"-- ending hand #83 --",2021-01-02T05:37:24.465Z,160956584446602
"""SIMON @ V_qMu0YYL8"" collected 320 from pot",2021-01-02T05:37:24.465Z,160956584446601
"Uncalled bet of 200 returned to ""SIMON @ V_qMu0YYL8""",2021-01-02T05:37:24.465Z,160956584446600
"""SANJAY @ vrF6WbyhIw"" folds",2021-01-02T05:37:23.660Z,160956584366100
"""SIMON @ V_qMu0YYL8"" bets 200",2021-01-02T05:37:22.103Z,160956584210400
"""SANJAY @ vrF6WbyhIw"" checks",2021-01-02T05:37:14.754Z,160956583475500
"River: 4♥, A♥, 4♣, 3♠ [10♣]",2021-01-02T05:37:11.669Z,160956583167300
"""CONOR @ UA0JtktTD_"" folds",2021-01-02T05:37:10.861Z,160956583086200
"""SANJAY @ vrF6WbyhIw"" calls 60",2021-01-02T05:37:08.704Z,160956582870500
"""SIMON @ V_qMu0YYL8"" bets 60",2021-01-02T05:37:07.163Z,160956582716400
"""CONOR @ UA0JtktTD_"" checks",2021-01-02T05:37:03.786Z,160956582378700
"""SANJAY @ vrF6WbyhIw"" checks",2021-01-02T05:37:02.946Z,160956582294700
"Turn: 4♥, A♥, 4♣ [3♠]",2021-01-02T05:37:00.681Z,160956582068300
"""SIMON @ V_qMu0YYL8"" checks",2021-01-02T05:36:59.876Z,160956581987700
"""CONOR @ UA0JtktTD_"" checks",2021-01-02T05:36:56.138Z,160956581613900
"""SANJAY @ vrF6WbyhIw"" checks",2021-01-02T05:36:54.796Z,160956581479700
"Flop:  [4♥, A♥, 4♣]",2021-01-02T05:36:51.979Z,160956581198000
"""HARISON @ bLf5mbMF33"" folds",2021-01-02T05:36:51.169Z,160956581117000
"""CONOR @ UA0JtktTD_"" calls 60",2021-01-02T05:36:50.345Z,160956581034600
"""SANJAY @ vrF6WbyhIw"" calls 60",2021-01-02T05:36:45.945Z,160956580594600
"""FINN @ TjsSi2aE2P"" folds",2021-01-02T05:36:45.112Z,160956580511300
"""SIMON @ V_qMu0YYL8"" raises to 60",2021-01-02T05:36:43.554Z,160956580356300
"""HARISON @ bLf5mbMF33"" calls 20",2021-01-02T05:36:36.924Z,160956579692500
"""CONOR @ UA0JtktTD_"" posts a big blind of 20",2021-01-02T05:36:32.371Z,160956579237308
"""SANJAY @ vrF6WbyhIw"" posts a small blind of 10",2021-01-02T05:36:32.371Z,160956579237307
"Player stacks: #1 ""HARISON @ bLf5mbMF33"" (1560) | #4 ""SIMON @ V_qMu0YYL8"" (1375) | #6 ""FINN @ TjsSi2aE2P"" (245) | #8 ""SANJAY @ vrF6WbyhIw"" (1530) | #9 ""CONOR @ UA0JtktTD_"" (670)",2021-01-02T05:36:32.371Z,160956579237301
"-- starting hand #83  (No Limit Texas Hold'em) (dealer: ""FINN @ TjsSi2aE2P"") --",2021-01-02T05:36:32.371Z,160956579237300
"""CONOR @ UA0JtktTD_"" shows a K♣, Q♣.",2021-01-02T05:36:27.227Z,160956578722800
"""HARISON @ bLf5mbMF33"" shows a J♣, 6♠.",2021-01-02T05:36:25.908Z,160956578591000
"-- ending hand #82 --",2021-01-02T05:36:25.334Z,160956578533705
"""FINN @ TjsSi2aE2P"" collected 245 from pot with A High (combination: A♦, K♦, 10♠, 9♠, 7♦)",2021-01-02T05:36:25.334Z,160956578533704
"""FINN @ TjsSi2aE2P"" shows a K♦, A♦.",2021-01-02T05:36:25.334Z,160956578533703
"""SIMON @ V_qMu0YYL8"" collected 245 from pot with A High (combination: A♠, K♠, 10♠, 9♠, 7♦)",2021-01-02T05:36:25.334Z,160956578533702
"""SIMON @ V_qMu0YYL8"" shows a K♠, A♠.",2021-01-02T05:36:25.334Z,160956578533701
"Uncalled bet of 60 returned to ""SIMON @ V_qMu0YYL8""",2021-01-02T05:36:25.334Z,160956578533700
"""CONOR @ UA0JtktTD_"" folds",2021-01-02T05:36:24.514Z,160956578451600
"""SIMON @ V_qMu0YYL8"" bets 60",2021-01-02T05:36:21.181Z,160956578118200
"""CONOR @ UA0JtktTD_"" checks",2021-01-02T05:36:08.302Z,160956576830300
"River: 9♠, 4♥, 5♣, 7♦ [10♠]",2021-01-02T05:36:04.981Z,160956576498300
"""SIMON @ V_qMu0YYL8"" checks",2021-01-02T05:36:04.172Z,160956576417300
"""CONOR @ UA0JtktTD_"" checks",2021-01-02T05:36:02.893Z,160956576289400
"Turn: 9♠, 4♥, 5♣ [7♦]",2021-01-02T05:36:01.017Z,160956576101900
"""SIMON @ V_qMu0YYL8"" checks",2021-01-02T05:36:00.207Z,160956576020800
"""CONOR @ UA0JtktTD_"" checks",2021-01-02T05:35:56.871Z,160956575687200
"Flop:  [9♠, 4♥, 5♣]",2021-01-02T05:35:52.547Z,160956575254800
"""SIMON @ V_qMu0YYL8"" calls 150",2021-01-02T05:35:51.740Z,160956575174100
"""HARISON @ bLf5mbMF33"" folds",2021-01-02T05:35:50.112Z,160956575011300
"""CONOR @ UA0JtktTD_"" calls 150",2021-01-02T05:35:49.259Z,160956574926000
"""SANJAY @ vrF6WbyhIw"" folds",2021-01-02T05:35:26.760Z,160956572676100
"""FINN @ TjsSi2aE2P"" raises to 150 and go all in",2021-01-02T05:35:25.236Z,160956572523700
"""SIMON @ V_qMu0YYL8"" raises to 60",2021-01-02T05:35:22.425Z,160956572242700
"""HARISON @ bLf5mbMF33"" calls 20",2021-01-02T05:35:18.254Z,160956571825500
"""CONOR @ UA0JtktTD_"" calls 20",2021-01-02T05:35:16.461Z,160956571646200
"""SANJAY @ vrF6WbyhIw"" posts a big blind of 20",2021-01-02T05:35:11.679Z,160956571168008
"""FINN @ TjsSi2aE2P"" posts a small blind of 10",2021-01-02T05:35:11.679Z,160956571168007
"Player stacks: #1 ""HARISON @ bLf5mbMF33"" (1580) | #4 ""SIMON @ V_qMu0YYL8"" (1280) | #6 ""FINN @ TjsSi2aE2P"" (150) | #8 ""SANJAY @ vrF6WbyhIw"" (1550) | #9 ""CONOR @ UA0JtktTD_"" (820)",2021-01-02T05:35:11.679Z,160956571168001
"-- starting hand #82  (No Limit Texas Hold'em) (dealer: ""SIMON @ V_qMu0YYL8"") --",2021-01-02T05:35:11.679Z,160956571168000
"""FINN @ TjsSi2aE2P"" shows a A♠, 7♣.",2021-01-02T05:35:09.660Z,160956570966100
"""HARISON @ bLf5mbMF33"" shows a 2♠, 3♦.",2021-01-02T05:35:08.343Z,160956570834400
"""CONOR @ UA0JtktTD_"" shows a J♥, 3♣.",2021-01-02T05:35:05.765Z,160956570576600
"""SANJAY @ vrF6WbyhIw"" shows a 9♥, Q♣.",2021-01-02T05:35:04.740Z,160956570474100
"-- ending hand #81 --",2021-01-02T05:35:02.969Z,160956570297002
"""SANJAY @ vrF6WbyhIw"" collected 80 from pot",2021-01-02T05:35:02.969Z,160956570297001
"Uncalled bet of 40 returned to ""SANJAY @ vrF6WbyhIw""",2021-01-02T05:35:02.969Z,160956570297000
"""FINN @ TjsSi2aE2P"" folds",2021-01-02T05:35:02.164Z,160956570216500
"""SIMON @ V_qMu0YYL8"" folds",2021-01-02T05:34:50.410Z,160956569041000
"""HARISON @ bLf5mbMF33"" folds",2021-01-02T05:34:49.565Z,160956568956700
"""SANJAY @ vrF6WbyhIw"" bets 40",2021-01-02T05:34:48.740Z,160956568874100
"""FINN @ TjsSi2aE2P"" checks",2021-01-02T05:34:45.283Z,160956568528400
"""SIMON @ V_qMu0YYL8"" checks",2021-01-02T05:34:42.906Z,160956568290700
"Flop:  [8♣, 9♣, Q♦]",2021-01-02T05:34:37.118Z,160956567711900
"""FINN @ TjsSi2aE2P"" checks",2021-01-02T05:34:36.313Z,160956567631400
"""SIMON @ V_qMu0YYL8"" calls 20",2021-01-02T05:34:24.464Z,160956566446500
"""HARISON @ bLf5mbMF33"" calls 20",2021-01-02T05:34:23.625Z,160956566362600
"""CONOR @ UA0JtktTD_"" folds",2021-01-02T05:34:22.761Z,160956566276100
"""SANJAY @ vrF6WbyhIw"" calls 20",2021-01-02T05:34:21.162Z,160956566116300
"""FINN @ TjsSi2aE2P"" posts a big blind of 20",2021-01-02T05:34:15.869Z,160956565587008
"""SIMON @ V_qMu0YYL8"" posts a small blind of 10",2021-01-02T05:34:15.869Z,160956565587007
"Player stacks: #1 ""HARISON @ bLf5mbMF33"" (1600) | #4 ""SIMON @ V_qMu0YYL8"" (1300) | #6 ""FINN @ TjsSi2aE2P"" (170) | #8 ""SANJAY @ vrF6WbyhIw"" (1490) | #9 ""CONOR @ UA0JtktTD_"" (820)",2021-01-02T05:34:15.869Z,160956565587001
"-- starting hand #81  (No Limit Texas Hold'em) (dealer: ""HARISON @ bLf5mbMF33"") --",2021-01-02T05:34:15.869Z,160956565587000
"""HARISON @ bLf5mbMF33"" shows a Q♣, K♦.",2021-01-02T05:34:10.366Z,160956565036700
"""SIMON @ V_qMu0YYL8"" shows a 4♣, 5♣.",2021-01-02T05:34:10.218Z,160956565021900
"-- ending hand #80 --",2021-01-02T05:34:08.546Z,160956564854702
"""HARISON @ bLf5mbMF33"" collected 160 from pot",2021-01-02T05:34:08.546Z,160956564854701
"Uncalled bet of 60 returned to ""HARISON @ bLf5mbMF33""",2021-01-02T05:34:08.546Z,160956564854700
"""CONOR @ UA0JtktTD_"" folds",2021-01-02T05:34:07.739Z,160956564774000
"""SIMON @ V_qMu0YYL8"" folds",2021-01-02T05:33:59.414Z,160956563941500
"""HARISON @ bLf5mbMF33"" bets 60",2021-01-02T05:33:56.935Z,160956563693600
"Turn: J♣, Q♥, 4♦ [6♣]",2021-01-02T05:33:50.342Z,160956563034400
"""CONOR @ UA0JtktTD_"" calls 20",2021-01-02T05:33:49.535Z,160956562953600
"""SANJAY @ vrF6WbyhIw"" folds",2021-01-02T05:33:48.699Z,160956562870000
"""FINN @ TjsSi2aE2P"" folds",2021-01-02T05:33:47.852Z,160956562785300
"""SIMON @ V_qMu0YYL8"" calls 20",2021-01-02T05:33:46.999Z,160956562700100
"""HARISON @ bLf5mbMF33"" bets 20",2021-01-02T05:33:45.069Z,160956562507000
"Flop:  [J♣, Q♥, 4♦]",2021-01-02T05:33:39.056Z,160956561905700
"""SIMON @ V_qMu0YYL8"" checks",2021-01-02T05:33:38.239Z,160956561824000
"""HARISON @ bLf5mbMF33"" calls 20",2021-01-02T05:33:37.376Z,160956561737700
"""CONOR @ UA0JtktTD_"" calls 20",2021-01-02T05:33:36.522Z,160956561652300
"""SANJAY @ vrF6WbyhIw"" calls 20",2021-01-02T05:33:35.689Z,160956561569000
"""FINN @ TjsSi2aE2P"" calls 20",2021-01-02T05:33:33.899Z,160956561390000
"""SIMON @ V_qMu0YYL8"" posts a big blind of 20",2021-01-02T05:33:30.483Z,160956561048508
"""HARISON @ bLf5mbMF33"" posts a small blind of 10",2021-01-02T05:33:30.483Z,160956561048507
"Player stacks: #1 ""HARISON @ bLf5mbMF33"" (1480) | #4 ""SIMON @ V_qMu0YYL8"" (1340) | #6 ""FINN @ TjsSi2aE2P"" (190) | #8 ""SANJAY @ vrF6WbyhIw"" (1510) | #9 ""CONOR @ UA0JtktTD_"" (860)",2021-01-02T05:33:30.483Z,160956561048501
"-- starting hand #80  (No Limit Texas Hold'em) (dealer: ""CONOR @ UA0JtktTD_"") --",2021-01-02T05:33:30.483Z,160956561048500
"""HARISON @ bLf5mbMF33"" shows a 10♦, 6♥.",2021-01-02T05:33:27.272Z,160956560727300
"-- ending hand #79 --",2021-01-02T05:33:23.933Z,160956560393402
"""SANJAY @ vrF6WbyhIw"" collected 1160 from pot with Full House, 8's over 10's (combination: 8♣, 8♠, 8♦, 10♣, 10♠)",2021-01-02T05:33:23.933Z,160956560393401
"""SANJAY @ vrF6WbyhIw"" shows a 10♣, 8♣.",2021-01-02T05:33:23.933Z,160956560393400
"""CONOR @ UA0JtktTD_"" calls 420",2021-01-02T05:33:23.126Z,160956560312600
"""SANJAY @ vrF6WbyhIw"" raises to 420",2021-01-02T05:33:10.963Z,160956559096400
"""CONOR @ UA0JtktTD_"" bets 100",2021-01-02T05:33:05.142Z,160956558514300
"River: 8♠, 10♠, Q♣, 8♦ [2♣]",2021-01-02T05:32:58.224Z,160956557823100
"""SANJAY @ vrF6WbyhIw"" checks",2021-01-02T05:32:57.413Z,160956557741400
"""CONOR @ UA0JtktTD_"" checks",2021-01-02T05:32:55.859Z,160956557586000
"Turn: 8♠, 10♠, Q♣ [8♦]",2021-01-02T05:32:51.715Z,160956557171800
"""SANJAY @ vrF6WbyhIw"" calls 60",2021-01-02T05:32:50.887Z,160956557089300
"""FINN @ TjsSi2aE2P"" folds",2021-01-02T05:32:50.026Z,160956557002700
"""CONOR @ UA0JtktTD_"" bets 60",2021-01-02T05:32:45.006Z,160956556500700
"Flop:  [8♠, 10♠, Q♣]",2021-01-02T05:32:35.316Z,160956555531700
"""SANJAY @ vrF6WbyhIw"" calls 60",2021-01-02T05:32:34.509Z,160956555451000
"""FINN @ TjsSi2aE2P"" calls 60",2021-01-02T05:32:33.677Z,160956555367800
"""HARISON @ bLf5mbMF33"" folds",2021-01-02T05:32:31.180Z,160956555118100
"""CONOR @ UA0JtktTD_"" raises to 60",2021-01-02T05:32:28.361Z,160956554836200
"""SANJAY @ vrF6WbyhIw"" calls 20",2021-01-02T05:32:25.084Z,160956554508500
"""FINN @ TjsSi2aE2P"" calls 20",2021-01-02T05:32:24.243Z,160956554424400
"""SIMON @ V_qMu0YYL8"" folds",2021-01-02T05:32:23.177Z,160956554317800
"""HARISON @ bLf5mbMF33"" posts a big blind of 20",2021-01-02T05:32:18.857Z,160956553885808
"""CONOR @ UA0JtktTD_"" posts a small blind of 10",2021-01-02T05:32:18.857Z,160956553885807
"Player stacks: #1 ""HARISON @ bLf5mbMF33"" (1500) | #4 ""SIMON @ V_qMu0YYL8"" (1340) | #6 ""FINN @ TjsSi2aE2P"" (250) | #8 ""SANJAY @ vrF6WbyhIw"" (890) | #9 ""CONOR @ UA0JtktTD_"" (1400)",2021-01-02T05:32:18.857Z,160956553885801
"-- starting hand #79  (No Limit Texas Hold'em) (dealer: ""SANJAY @ vrF6WbyhIw"") --",2021-01-02T05:32:18.857Z,160956553885800
"""HARISON @ bLf5mbMF33"" shows a 5♠, 7♣.",2021-01-02T05:32:16.147Z,160956553614700
"""FINN @ TjsSi2aE2P"" shows a 4♥, 6♥.",2021-01-02T05:32:15.751Z,160956553575200
"-- ending hand #78 --",2021-01-02T05:32:11.828Z,160956553183104
"""CONOR @ UA0JtktTD_"" collected 40 from pot with Pair, J's (combination: J♥, J♦, A♦, Q♠, 9♥)",2021-01-02T05:32:11.828Z,160956553183103
"""CONOR @ UA0JtktTD_"" shows a 3♥, 9♥.",2021-01-02T05:32:11.828Z,160956553183102
"""SANJAY @ vrF6WbyhIw"" collected 40 from pot with Pair, J's (combination: J♥, J♦, A♦, Q♠, 9♠)",2021-01-02T05:32:11.828Z,160956553183101
"""SANJAY @ vrF6WbyhIw"" shows a 9♠, 3♦.",2021-01-02T05:32:11.828Z,160956553183100
"""FINN @ TjsSi2aE2P"" checks",2021-01-02T05:32:11.017Z,160956553101800
"""HARISON @ bLf5mbMF33"" checks",2021-01-02T05:32:05.846Z,160956552584700
"""CONOR @ UA0JtktTD_"" checks",2021-01-02T05:32:02.819Z,160956552281900
"""SANJAY @ vrF6WbyhIw"" checks",2021-01-02T05:32:01.979Z,160956552198000
"River: J♥, A♦, Q♠, 8♠ [J♦]",2021-01-02T05:31:57.272Z,160956551727500
"""FINN @ TjsSi2aE2P"" checks",2021-01-02T05:31:56.465Z,160956551646600
"""HARISON @ bLf5mbMF33"" checks",2021-01-02T05:31:55.634Z,160956551563500
"""CONOR @ UA0JtktTD_"" checks",2021-01-02T05:31:54.812Z,160956551481300
"""SANJAY @ vrF6WbyhIw"" checks",2021-01-02T05:31:52.452Z,160956551245200
"Turn: J♥, A♦, Q♠ [8♠]",2021-01-02T05:31:48.668Z,160956550867000
"""FINN @ TjsSi2aE2P"" checks",2021-01-02T05:31:47.850Z,160956550785100
"""HARISON @ bLf5mbMF33"" checks",2021-01-02T05:31:43.228Z,160956550322900
"""CONOR @ UA0JtktTD_"" checks",2021-01-02T05:31:42.377Z,160956550237800
"""SANJAY @ vrF6WbyhIw"" checks",2021-01-02T05:31:41.537Z,160956550153700
"Flop:  [J♥, A♦, Q♠]",2021-01-02T05:31:36.824Z,160956549682700
"""CONOR @ UA0JtktTD_"" checks",2021-01-02T05:31:36.013Z,160956549601300
"""SANJAY @ vrF6WbyhIw"" calls 20",2021-01-02T05:31:35.170Z,160956549517100
"""FINN @ TjsSi2aE2P"" calls 20",2021-01-02T05:31:34.340Z,160956549434100
"""SIMON @ V_qMu0YYL8"" folds",2021-01-02T05:31:32.757Z,160956549275800
"""HARISON @ bLf5mbMF33"" calls 20",2021-01-02T05:31:26.897Z,160956548689800
"""CONOR @ UA0JtktTD_"" posts a big blind of 20",2021-01-02T05:31:24.117Z,160956548411908
"""SANJAY @ vrF6WbyhIw"" posts a small blind of 10",2021-01-02T05:31:24.117Z,160956548411907
"Player stacks: #1 ""HARISON @ bLf5mbMF33"" (1520) | #4 ""SIMON @ V_qMu0YYL8"" (1340) | #6 ""FINN @ TjsSi2aE2P"" (270) | #8 ""SANJAY @ vrF6WbyhIw"" (870) | #9 ""CONOR @ UA0JtktTD_"" (1380)",2021-01-02T05:31:24.117Z,160956548411901
"-- starting hand #78  (No Limit Texas Hold'em) (dealer: ""FINN @ TjsSi2aE2P"") --",2021-01-02T05:31:24.117Z,160956548411900
"""SIMON @ V_qMu0YYL8"" shows a K♦, 8♦.",2021-01-02T05:31:17.486Z,160956547748700
"""SANJAY @ vrF6WbyhIw"" shows a J♠, A♠.",2021-01-02T05:31:16.914Z,160956547691500
"""HARISON @ bLf5mbMF33"" shows a 4♥, K♣.",2021-01-02T05:31:16.691Z,160956547669200
"""CONOR @ UA0JtktTD_"" shows a 5♣, 10♦.",2021-01-02T05:31:16.135Z,160956547613600
"-- ending hand #77 --",2021-01-02T05:31:15.407Z,160956547540802
