entry,at,order
"""SANJAY @ vrF6WbyhIw"" calls 60",2021-01-04T06:18:00.417Z,160974108041800
"""SIMON @ V_qMu0YYL8"" raises to 60",2021-01-04T06:17:54.869Z,160974107487000
"""FINN @ TjsSi2aE2P"" posts a big blind of 20",2021-01-04T06:17:50.149Z,160974107015008
"""LUKE @ e1gbfgFBn7"" posts a small blind of 10",2021-01-04T06:17:50.149Z,160974107015007
"Player stacks: #1 ""LUKE @ e1gbfgFBn7"" (1650) | #2 ""FINN @ TjsSi2aE2P"" (2220) | #3 ""SIMON @ V_qMu0YYL8"" (1270) | #5 ""SANJAY @ vrF6WbyhIw"" (1560) | #9 ""CONOR @ UA0JtktTD_"" (2400)",2021-01-04T06:17:50.149Z,160974107015001
"-- starting hand #110  (No Limit Texas Hold'em) (dealer: ""CONOR @ UA0JtktTD_"") --",2021-01-04T06:17:50.149Z,160974107015000
"""CONOR @ UA0JtktTD_"" shows a 3♣, 5♥.",2021-01-04T06:17:49.819Z,160974106982000
"""FINN @ TjsSi2aE2P"" shows a 8♥, 5♦.",2021-01-04T06:17:43.441Z,160974106344200
"-- ending hand #109 --",2021-01-04T06:17:42.793Z,160974106279402
"""FINN @ TjsSi2aE2P"" collected 80 from pot",2021-01-04T06:17:42.793Z,160974106279401
"Uncalled bet of 60 returned to ""FINN @ TjsSi2aE2P""",2021-01-04T06:17:42.793Z,160974106279400
"""LUKE @ e1gbfgFBn7"" folds",2021-01-04T06:17:41.984Z,160974106198800
"""CONOR @ UA0JtktTD_"" folds",2021-01-04T06:17:40.736Z,160974106073700
"""SANJAY @ vrF6WbyhIw"" folds",2021-01-04T06:17:35.179Z,160974105517900
"""FINN @ TjsSi2aE2P"" bets 60",2021-01-04T06:17:34.349Z,160974105435200
"""LUKE @ e1gbfgFBn7"" checks",2021-01-04T06:17:31.919Z,160974105192000
"""CONOR @ UA0JtktTD_"" checks",2021-01-04T06:17:30.478Z,160974105047900
"Flop:  [10♥, 8♠, J♣]",2021-01-04T06:17:27.401Z,160974104740300
"""LUKE @ e1gbfgFBn7"" checks",2021-01-04T06:17:26.582Z,160974104658200
"""CONOR @ UA0JtktTD_"" calls 20",2021-01-04T06:17:23.821Z,160974104382200
"""SANJAY @ vrF6WbyhIw"" calls 20",2021-01-04T06:17:20.825Z,160974104082600
"""SIMON @ V_qMu0YYL8"" folds",2021-01-04T06:17:19.399Z,160974103940400
"""FINN @ TjsSi2aE2P"" calls 20",2021-01-04T06:17:18.540Z,160974103854300
"""LUKE @ e1gbfgFBn7"" posts a big blind of 20",2021-01-04T06:17:14.288Z,160974103429008
"""CONOR @ UA0JtktTD_"" posts a small blind of 10",2021-01-04T06:17:14.288Z,160974103429007
"Player stacks: #1 ""LUKE @ e1gbfgFBn7"" (1670) | #2 ""FINN @ TjsSi2aE2P"" (2160) | #3 ""SIMON @ V_qMu0YYL8"" (1270) | #5 ""SANJAY @ vrF6WbyhIw"" (1580) | #9 ""CONOR @ UA0JtktTD_"" (2420)",2021-01-04T06:17:14.288Z,160974103429001
"-- starting hand #109  (No Limit Texas Hold'em) (dealer: ""SANJAY @ vrF6WbyhIw"") --",2021-01-04T06:17:14.288Z,160974103429000
"""SIMON @ V_qMu0YYL8"" shows a A♦, 4♦.",2021-01-04T06:17:02.292Z,160974102229700
"""SANJAY @ vrF6WbyhIw"" shows a 2♥, 2♦.",2021-01-04T06:17:01.954Z,160974102195500
"-- ending hand #108 --",2021-01-04T06:17:00.423Z,160974102042402
"""CONOR @ UA0JtktTD_"" collected 580 from pot with Flush, Ac High (combination: A♣, 8♣, 6♣, 5♣, 2♣)",2021-01-04T06:17:00.423Z,160974102042401
"""CONOR @ UA0JtktTD_"" shows a 2♣, 6♣.",2021-01-04T06:17:00.423Z,160974102042400
"""LUKE @ e1gbfgFBn7"" calls 20",2021-01-04T06:16:59.618Z,160974101961800
"""CONOR @ UA0JtktTD_"" bets 20",2021-01-04T06:16:58.332Z,160974101833300
"River: A♣, 5♣, 6♠, 8♣ [K♥]",2021-01-04T06:16:53.811Z,160974101381400
"""SANJAY @ vrF6WbyhIw"" folds",2021-01-04T06:16:53.001Z,160974101300500
"""SIMON @ V_qMu0YYL8"" folds",2021-01-04T06:16:46.839Z,160974100684000
"""LUKE @ e1gbfgFBn7"" calls 100",2021-01-04T06:16:46.002Z,160974100600300
"""CONOR @ UA0JtktTD_"" bets 100",2021-01-04T06:16:45.024Z,160974100502500
"""SANJAY @ vrF6WbyhIw"" checks",2021-01-04T06:16:41.222Z,160974100122200
"Turn: A♣, 5♣, 6♠ [8♣]",2021-01-04T06:16:39.133Z,160974099913600
"""SANJAY @ vrF6WbyhIw"" calls 60",2021-01-04T06:16:38.320Z,160974099832100
"""SIMON @ V_qMu0YYL8"" calls 60",2021-01-04T06:16:37.490Z,160974099749100
"""FINN @ TjsSi2aE2P"" folds",2021-01-04T06:16:36.478Z,160974099647900
"""LUKE @ e1gbfgFBn7"" calls 60",2021-01-04T06:16:35.651Z,160974099565200
"""CONOR @ UA0JtktTD_"" bets 60",2021-01-04T06:16:33.867Z,160974099386800
"""SANJAY @ vrF6WbyhIw"" checks",2021-01-04T06:16:30.486Z,160974099048700
"Flop:  [A♣, 5♣, 6♠]",2021-01-04T06:16:28.971Z,160974098897300
"""CONOR @ UA0JtktTD_"" checks",2021-01-04T06:16:28.151Z,160974098815300
"""SANJAY @ vrF6WbyhIw"" calls 20",2021-01-04T06:16:26.965Z,160974098696600
"""SIMON @ V_qMu0YYL8"" calls 20",2021-01-04T06:16:26.127Z,160974098612800
"""FINN @ TjsSi2aE2P"" calls 20",2021-01-04T06:16:25.293Z,160974098529300
"""LUKE @ e1gbfgFBn7"" calls 20",2021-01-04T06:16:24.436Z,160974098443700
"""CONOR @ UA0JtktTD_"" posts a big blind of 20",2021-01-04T06:16:12.103Z,160974097210408
"""SANJAY @ vrF6WbyhIw"" posts a small blind of 10",2021-01-04T06:16:12.103Z,160974097210407
"Player stacks: #1 ""LUKE @ e1gbfgFBn7"" (1870) | #2 ""FINN @ TjsSi2aE2P"" (2180) | #3 ""SIMON @ V_qMu0YYL8"" (1350) | #5 ""SANJAY @ vrF6WbyhIw"" (1660) | #9 ""CONOR @ UA0JtktTD_"" (2040)",2021-01-04T06:16:12.103Z,160974097210401
"-- starting hand #108  (No Limit Texas Hold'em) (dealer: ""SIMON @ V_qMu0YYL8"") --",2021-01-04T06:16:12.103Z,160974097210400
"""SIMON @ V_qMu0YYL8"" shows a 4♠, J♠.",2021-01-04T06:16:09.290Z,160974096929100
"-- ending hand #107 --",2021-01-04T06:16:05.595Z,160974096559902
"""FINN @ TjsSi2aE2P"" collected 940 from pot with Two Pair, J's & 10's (combination: J♥, J♦, 10♣, 10♠, 9♣)",2021-01-04T06:16:05.595Z,160974096559901
"""FINN @ TjsSi2aE2P"" shows a J♥, 10♣.",2021-01-04T06:16:05.595Z,160974096559900
"""LUKE @ e1gbfgFBn7"" calls 180",2021-01-04T06:16:04.785Z,160974096478600
"""FINN @ TjsSi2aE2P"" bets 180",2021-01-04T06:15:49.860Z,160974094986100
"""LUKE @ e1gbfgFBn7"" checks",2021-01-04T06:15:45.334Z,160974094533700
"River: 9♣, 8♠, J♦, 4♣ [10♠]",2021-01-04T06:15:41.785Z,160974094179900
"""FINN @ TjsSi2aE2P"" calls 80",2021-01-04T06:15:40.975Z,160974094097600
"""LUKE @ e1gbfgFBn7"" bets 80",2021-01-04T06:15:39.911Z,160974093991200
"Turn: 9♣, 8♠, J♦ [4♣]",2021-01-04T06:15:34.384Z,160974093438900
"""LUKE @ e1gbfgFBn7"" calls 120",2021-01-04T06:15:33.579Z,160974093358000
"""CONOR @ UA0JtktTD_"" folds",2021-01-04T06:15:30.056Z,160974093005700
"""SIMON @ V_qMu0YYL8"" folds",2021-01-04T06:15:23.073Z,160974092307400
"""FINN @ TjsSi2aE2P"" raises to 120",2021-01-04T06:15:20.264Z,160974092026500
"""LUKE @ e1gbfgFBn7"" calls 40",2021-01-04T06:15:17.724Z,160974091772500
"""CONOR @ UA0JtktTD_"" calls 40",2021-01-04T06:15:16.882Z,160974091688300
"""SANJAY @ vrF6WbyhIw"" folds",2021-01-04T06:15:10.629Z,160974091063000
"""SIMON @ V_qMu0YYL8"" bets 40",2021-01-04T06:15:05.569Z,160974090557000
"Flop:  [9♣, 8♠, J♦]",2021-01-04T06:15:00.170Z,160974090017400
"""SANJAY @ vrF6WbyhIw"" checks",2021-01-04T06:14:59.357Z,160974089935800
"""SIMON @ V_qMu0YYL8"" calls 20",2021-01-04T06:14:58.532Z,160974089853300
"""FINN @ TjsSi2aE2P"" calls 20",2021-01-04T06:14:57.695Z,160974089769600
"""LUKE @ e1gbfgFBn7"" calls 20",2021-01-04T06:14:56.865Z,160974089686600
"""CONOR @ UA0JtktTD_"" calls 20",2021-01-04T06:14:38.016Z,160974087801600
"""SANJAY @ vrF6WbyhIw"" posts a big blind of 20",2021-01-04T06:14:34.437Z,160974087443808
"""SIMON @ V_qMu0YYL8"" posts a small blind of 10",2021-01-04T06:14:34.437Z,160974087443807
"Player stacks: #1 ""LUKE @ e1gbfgFBn7"" (2270) | #2 ""FINN @ TjsSi2aE2P"" (1640) | #3 ""SIMON @ V_qMu0YYL8"" (1410) | #5 ""SANJAY @ vrF6WbyhIw"" (1680) | #9 ""CONOR @ UA0JtktTD_"" (2100)",2021-01-04T06:14:34.437Z,160974087443801
"-- starting hand #107  (No Limit Texas Hold'em) (dealer: ""FINN @ TjsSi2aE2P"") --",2021-01-04T06:14:34.437Z,160974087443800
"""CONOR @ UA0JtktTD_"" shows a 8♣, 6♠.",2021-01-04T06:14:30.401Z,160974087040200
"""FINN @ TjsSi2aE2P"" shows a 5♣, 6♣.",2021-01-04T06:14:29.678Z,160974086967900
"""SIMON @ V_qMu0YYL8"" shows a 10♥, 8♦.",2021-01-04T06:14:29.046Z,160974086904700
"""SANJAY @ vrF6WbyhIw"" shows a J♣, K♣.",2021-01-04T06:14:26.978Z,160974086697900
"-- ending hand #106 --",2021-01-04T06:14:25.687Z,160974086568802
"""SANJAY @ vrF6WbyhIw"" collected 50 from pot",2021-01-04T06:14:25.687Z,160974086568801
"Uncalled bet of 49 returned to ""SANJAY @ vrF6WbyhIw""",2021-01-04T06:14:25.687Z,160974086568800
"""SIMON @ V_qMu0YYL8"" folds",2021-01-04T06:14:24.882Z,160974086488200
"""FINN @ TjsSi2aE2P"" folds",2021-01-04T06:14:23.637Z,160974086363800
"""LUKE @ e1gbfgFBn7"" folds",2021-01-04T06:14:19.769Z,160974085977000
"""CONOR @ UA0JtktTD_"" folds",2021-01-04T06:14:17.630Z,160974085763100
"""SANJAY @ vrF6WbyhIw"" raises to 69",2021-01-04T06:14:15.706Z,160974085571100
"""SIMON @ V_qMu0YYL8"" posts a big blind of 20",2021-01-04T06:14:12.748Z,160974085274908
"""FINN @ TjsSi2aE2P"" posts a small blind of 10",2021-01-04T06:14:12.748Z,160974085274907
"Player stacks: #1 ""LUKE @ e1gbfgFBn7"" (2270) | #2 ""FINN @ TjsSi2aE2P"" (1650) | #3 ""SIMON @ V_qMu0YYL8"" (1430) | #5 ""SANJAY @ vrF6WbyhIw"" (1650) | #9 ""CONOR @ UA0JtktTD_"" (2100)",2021-01-04T06:14:12.748Z,160974085274901
"-- starting hand #106  (No Limit Texas Hold'em) (dealer: ""LUKE @ e1gbfgFBn7"") --",2021-01-04T06:14:12.748Z,160974085274900
"""CONOR @ UA0JtktTD_"" shows a 3♣, 5♥.",2021-01-04T06:14:07.049Z,160974084705000
"""FINN @ TjsSi2aE2P"" shows a 2♥, 2♦.",2021-01-04T06:14:06.103Z,160974084610500
"""SANJAY @ vrF6WbyhIw"" shows a 5♠, 9♦.",2021-01-04T06:14:05.369Z,160974084537000
"""SIMON @ V_qMu0YYL8"" shows a J♥, K♠.",2021-01-04T06:14:04.687Z,160974084469100
"-- ending hand #105 --",2021-01-04T06:14:04.040Z,160974084404102
"""SIMON @ V_qMu0YYL8"" collected 100 from pot",2021-01-04T06:14:04.040Z,160974084404101
"Uncalled bet of 60 returned to ""SIMON @ V_qMu0YYL8""",2021-01-04T06:14:04.040Z,160974084404100
"""FINN @ TjsSi2aE2P"" folds",2021-01-04T06:14:03.230Z,160974084323100
"""LUKE @ e1gbfgFBn7"" folds",2021-01-04T06:14:02.400Z,160974084240000
"""CONOR @ UA0JtktTD_"" folds",2021-01-04T06:14:01.536Z,160974084153700
"""SANJAY @ vrF6WbyhIw"" folds",2021-01-04T06:14:00.083Z,160974084008400
"""SIMON @ V_qMu0YYL8"" bets 60",2021-01-04T06:13:59.247Z,160974083924800
"""FINN @ TjsSi2aE2P"" checks",2021-01-04T06:13:52.587Z,160974083258800
"""LUKE @ e1gbfgFBn7"" checks",2021-01-04T06:13:50.606Z,160974083060700
"Flop:  [J♣, Q♣, K♣]",2021-01-04T06:13:41.534Z,160974082153500
"""FINN @ TjsSi2aE2P"" checks",2021-01-04T06:13:40.726Z,160974082072700
"""LUKE @ e1gbfgFBn7"" calls 20",2021-01-04T06:13:39.171Z,160974081917200
"""CONOR @ UA0JtktTD_"" calls 20",2021-01-04T06:13:37.541Z,160974081754200
"""SANJAY @ vrF6WbyhIw"" calls 20",2021-01-04T06:13:28.806Z,160974080880800
"""SIMON @ V_qMu0YYL8"" calls 20",2021-01-04T06:13:25.819Z,160974080582000
"""FINN @ TjsSi2aE2P"" posts a big blind of 20",2021-01-04T06:13:21.547Z,160974080154808
"""LUKE @ e1gbfgFBn7"" posts a small blind of 10",2021-01-04T06:13:21.547Z,160974080154807
"Player stacks: #1 ""LUKE @ e1gbfgFBn7"" (2290) | #2 ""FINN @ TjsSi2aE2P"" (1670) | #3 ""SIMON @ V_qMu0YYL8"" (1350) | #5 ""SANJAY @ vrF6WbyhIw"" (1670) | #9 ""CONOR @ UA0JtktTD_"" (2120)",2021-01-04T06:13:21.547Z,160974080154801
"-- starting hand #105  (No Limit Texas Hold'em) (dealer: ""CONOR @ UA0JtktTD_"") --",2021-01-04T06:13:21.547Z,160974080154800
"-- ending hand #104 --",2021-01-04T06:13:15.525Z,160974079552704
"""FINN @ TjsSi2aE2P"" collected 170 from pot with Two Pair, 10's & 2's (combination: 10♣, 10♦, 2♠, 2♣, A♠)",2021-01-04T06:13:15.525Z,160974079552703
"""FINN @ TjsSi2aE2P"" shows a 10♣, 8♥.",2021-01-04T06:13:15.525Z,160974079552702
"""LUKE @ e1gbfgFBn7"" collected 170 from pot with Two Pair, 10's & 2's (combination: 10♠, 10♦, 2♠, 2♣, A♠)",2021-01-04T06:13:15.525Z,160974079552701
"""LUKE @ e1gbfgFBn7"" shows a 10♠, K♠.",2021-01-04T06:13:15.525Z,160974079552700
"""SANJAY @ vrF6WbyhIw"" folds",2021-01-04T06:13:14.717Z,160974079471800
"""FINN @ TjsSi2aE2P"" calls 60",2021-01-04T06:13:13.322Z,160974079332300
"""LUKE @ e1gbfgFBn7"" bets 60",2021-01-04T06:13:12.453Z,160974079245400
"River: A♠, 2♠, 10♦, 6♥ [2♣]",2021-01-04T06:13:07.844Z,160974078788700
"""SANJAY @ vrF6WbyhIw"" checks",2021-01-04T06:13:07.019Z,160974078702000
"""FINN @ TjsSi2aE2P"" checks",2021-01-04T06:13:06.183Z,160974078618400
"""LUKE @ e1gbfgFBn7"" checks",2021-01-04T06:13:04.378Z,160974078437900
"Turn: A♠, 2♠, 10♦ [6♥]",2021-01-04T06:13:02.573Z,160974078257500
"""CONOR @ UA0JtktTD_"" folds",2021-01-04T06:13:01.733Z,160974078173700
"""SANJAY @ vrF6WbyhIw"" calls 40",2021-01-04T06:12:58.864Z,160974077886500
"""SIMON @ V_qMu0YYL8"" folds",2021-01-04T06:12:55.747Z,160974077574700
"""FINN @ TjsSi2aE2P"" calls 40",2021-01-04T06:12:52.696Z,160974077269700
"""LUKE @ e1gbfgFBn7"" bets 40",2021-01-04T06:12:51.341Z,160974077134200
"""CONOR @ UA0JtktTD_"" checks",2021-01-04T06:12:48.033Z,160974076803300
"Flop:  [A♠, 2♠, 10♦]",2021-01-04T06:12:41.945Z,160974076194700
"""LUKE @ e1gbfgFBn7"" checks",2021-01-04T06:12:41.139Z,160974076114000
"""CONOR @ UA0JtktTD_"" calls 20",2021-01-04T06:12:38.520Z,160974075852100
"""SANJAY @ vrF6WbyhIw"" calls 20",2021-01-04T06:12:31.996Z,160974075199700
"""SIMON @ V_qMu0YYL8"" calls 20",2021-01-04T06:12:31.173Z,160974075117400
"""FINN @ TjsSi2aE2P"" calls 20",2021-01-04T06:12:28.338Z,160974074833900
"""LUKE @ e1gbfgFBn7"" posts a big blind of 20",2021-01-04T06:12:25.015Z,160974074503708
"""CONOR @ UA0JtktTD_"" posts a small blind of 10",2021-01-04T06:12:25.015Z,160974074503707
"Player stacks: #1 ""LUKE @ e1gbfgFBn7"" (2240) | #2 ""FINN @ TjsSi2aE2P"" (1620) | #3 ""SIMON @ V_qMu0YYL8"" (1370) | #5 ""SANJAY @ vrF6WbyhIw"" (1730) | #9 ""CONOR @ UA0JtktTD_"" (2140)",2021-01-04T06:12:25.015Z,160974074503701
"-- starting hand #104  (No Limit Texas Hold'em) (dealer: ""SANJAY @ vrF6WbyhIw"") --",2021-01-04T06:12:25.015Z,160974074503700
"""SIMON @ V_qMu0YYL8"" shows a J♥, A♠.",2021-01-04T06:12:22.409Z,160974074240900
"-- ending hand #103 --",2021-01-04T06:12:21.399Z,160974074139902
"""SIMON @ V_qMu0YYL8"" collected 60 from pot",2021-01-04T06:12:21.399Z,160974074139901
"Uncalled bet of 80 returned to ""SIMON @ V_qMu0YYL8""",2021-01-04T06:12:21.399Z,160974074139900
"""CONOR @ UA0JtktTD_"" folds",2021-01-04T06:12:20.591Z,160974074059100
"""SANJAY @ vrF6WbyhIw"" folds",2021-01-04T06:12:19.746Z,160974073974700
"""SIMON @ V_qMu0YYL8"" bets 80",2021-01-04T06:12:16.421Z,160974073642200
"""CONOR @ UA0JtktTD_"" checks",2021-01-04T06:12:12.981Z,160974073298200
"""SANJAY @ vrF6WbyhIw"" checks",2021-01-04T06:12:10.266Z,160974073026700
"River: 5♣, 4♣, 7♠, J♣ [10♦]",2021-01-04T06:12:08.778Z,160974072878100
"""SIMON @ V_qMu0YYL8"" checks",2021-01-04T06:12:07.971Z,160974072797200
"""CONOR @ UA0JtktTD_"" checks",2021-01-04T06:12:04.932Z,160974072493300
"""SANJAY @ vrF6WbyhIw"" checks",2021-01-04T06:12:03.197Z,160974072319800
"Turn: 5♣, 4♣, 7♠ [J♣]",2021-01-04T06:12:01.271Z,160974072127300
"""SIMON @ V_qMu0YYL8"" checks",2021-01-04T06:12:00.461Z,160974072046300
"""CONOR @ UA0JtktTD_"" checks",2021-01-04T06:11:57.492Z,160974071749300
"""SANJAY @ vrF6WbyhIw"" checks",2021-01-04T06:11:47.735Z,160974070773500
"Flop:  [5♣, 4♣, 7♠]",2021-01-04T06:11:45.358Z,160974070536000
"""CONOR @ UA0JtktTD_"" checks",2021-01-04T06:11:44.549Z,160974070455000
"""SANJAY @ vrF6WbyhIw"" calls 20",2021-01-04T06:11:42.067Z,160974070207100
"""SIMON @ V_qMu0YYL8"" calls 20",2021-01-04T06:11:41.244Z,160974070124400
"""FINN @ TjsSi2aE2P"" folds",2021-01-04T06:11:36.941Z,160974069694200
"""LUKE @ e1gbfgFBn7"" folds",2021-01-04T06:11:36.113Z,160974069611400
"""CONOR @ UA0JtktTD_"" posts a big blind of 20",2021-01-04T06:11:28.726Z,160974068872808
"""SANJAY @ vrF6WbyhIw"" posts a small blind of 10",2021-01-04T06:11:28.726Z,160974068872807
"Player stacks: #1 ""LUKE @ e1gbfgFBn7"" (2240) | #2 ""FINN @ TjsSi2aE2P"" (1620) | #3 ""SIMON @ V_qMu0YYL8"" (1330) | #5 ""SANJAY @ vrF6WbyhIw"" (1750) | #9 ""CONOR @ UA0JtktTD_"" (2160)",2021-01-04T06:11:28.726Z,160974068872801
"-- starting hand #103  (No Limit Texas Hold'em) (dealer: ""SIMON @ V_qMu0YYL8"") --",2021-01-04T06:11:28.726Z,160974068872800
"-- ending hand #102 --",2021-01-04T06:11:22.683Z,160974068268503
"""CONOR @ UA0JtktTD_"" shows a Q♥, 10♠.",2021-01-04T06:11:22.683Z,160974068268502
"""LUKE @ e1gbfgFBn7"" collected 280 from pot with Pair, A's (combination: A♣, A♠, K♥, J♣, 9♣)",2021-01-04T06:11:22.683Z,160974068268501
"""LUKE @ e1gbfgFBn7"" shows a 9♣, K♥.",2021-01-04T06:11:22.683Z,160974068268500
"""FINN @ TjsSi2aE2P"" checks",2021-01-04T06:11:21.866Z,160974068186700
"""LUKE @ e1gbfgFBn7"" checks",2021-01-04T06:11:21.040Z,160974068104100
"""CONOR @ UA0JtktTD_"" checks",2021-01-04T06:11:19.614Z,160974067961500
"River: J♣, A♣, 3♠, A♠ [6♣]",2021-01-04T06:11:15.352Z,160974067535500
"""SANJAY @ vrF6WbyhIw"" folds",2021-01-04T06:11:14.546Z,160974067454700
"""FINN @ TjsSi2aE2P"" calls 60",2021-01-04T06:11:13.719Z,160974067372000
"""LUKE @ e1gbfgFBn7"" calls 60",2021-01-04T06:11:12.602Z,160974067260300
"""CONOR @ UA0JtktTD_"" bets 60",2021-01-04T06:10:59.231Z,160974065923200
"""SANJAY @ vrF6WbyhIw"" checks",2021-01-04T06:10:53.283Z,160974065328400
"""SIMON @ V_qMu0YYL8"" folds",2021-01-04T06:10:52.445Z,160974065244600
"Turn: J♣, A♣, 3♠ [A♠]",2021-01-04T06:10:48.814Z,160974064881500
"""FINN @ TjsSi2aE2P"" checks",2021-01-04T06:10:48.002Z,160974064800300
"""LUKE @ e1gbfgFBn7"" checks",2021-01-04T06:10:47.169Z,160974064717000
"""CONOR @ UA0JtktTD_"" checks",2021-01-04T06:10:46.219Z,160974064622000
"""SANJAY @ vrF6WbyhIw"" checks",2021-01-04T06:10:45.119Z,160974064512000
"""SIMON @ V_qMu0YYL8"" checks",2021-01-04T06:10:44.282Z,160974064428300
"Flop:  [J♣, A♣, 3♠]",2021-01-04T06:10:38.726Z,160974063872700
"""SANJAY @ vrF6WbyhIw"" checks",2021-01-04T06:10:37.914Z,160974063791500
"""SIMON @ V_qMu0YYL8"" calls 20",2021-01-04T06:10:36.955Z,160974063695600
"""FINN @ TjsSi2aE2P"" calls 20",2021-01-04T06:10:36.116Z,160974063611700
"""LUKE @ e1gbfgFBn7"" calls 20",2021-01-04T06:10:35.231Z,160974063523200
"""CONOR @ UA0JtktTD_"" calls 20",2021-01-04T06:10:32.917Z,160974063291800
"""SANJAY @ vrF6WbyhIw"" posts a big blind of 20",2021-01-04T06:10:27.224Z,160974062722508
"""SIMON @ V_qMu0YYL8"" posts a small blind of 10",2021-01-04T06:10:27.224Z,160974062722507
"Player stacks: #1 ""LUKE @ e1gbfgFBn7"" (2040) | #2 ""FINN @ TjsSi2aE2P"" (1700) | #3 ""SIMON @ V_qMu0YYL8"" (1350) | #5 ""SANJAY @ vrF6WbyhIw"" (1770) | #9 ""CONOR @ UA0JtktTD_"" (2240)",2021-01-04T06:10:27.224Z,160974062722501
"-- starting hand #102  (No Limit Texas Hold'em) (dealer: ""FINN @ TjsSi2aE2P"") --",2021-01-04T06:10:27.224Z,160974062722500
"""SANJAY @ vrF6WbyhIw"" shows a 10♦, 3♣.",2021-01-04T06:10:24.318Z,160974062431900
"""FINN @ TjsSi2aE2P"" shows a Q♦, K♣.",2021-01-04T06:10:24.278Z,160974062428100
"""CONOR @ UA0JtktTD_"" shows a 10♣, A♣.",2021-01-04T06:10:23.216Z,160974062321700
"-- ending hand #101 --",2021-01-04T06:10:22.221Z,160974062222202
"""CONOR @ UA0JtktTD_"" collected 500 from pot",2021-01-04T06:10:22.221Z,160974062222201
"Uncalled bet of 60 returned to ""CONOR @ UA0JtktTD_""",2021-01-04T06:10:22.221Z,160974062222200
"""FINN @ TjsSi2aE2P"" folds",2021-01-04T06:10:21.399Z,160974062140100
"""CONOR @ UA0JtktTD_"" bets 60",2021-01-04T06:10:20.340Z,160974062034100
"""FINN @ TjsSi2aE2P"" checks",2021-01-04T06:10:17.726Z,160974061772700
"River: J♥, 8♦, A♥, 8♠ [3♥]",2021-01-04T06:10:16.058Z,160974061606200
"""FINN @ TjsSi2aE2P"" calls 80",2021-01-04T06:10:15.251Z,160974061525100
"""CONOR @ UA0JtktTD_"" bets 80",2021-01-04T06:10:14.187Z,160974061418800
"""FINN @ TjsSi2aE2P"" checks",2021-01-04T06:10:10.789Z,160974061079000
"Turn: J♥, 8♦, A♥ [8♠]",2021-01-04T06:10:08.752Z,160974060875400
"""FINN @ TjsSi2aE2P"" calls 120",2021-01-04T06:10:07.940Z,160974060794000
