entry,at,order
"""SANJAY @ 8EUsXZTe0y"" calls 20",2020-12-30T07:05:15.891Z,160931191589200
"""SIMON @ V_qMu0YYL8"" folds",2020-12-30T07:05:15.059Z,160931191506000
"""LUKE @ e1gbfgFBn7"" bets 20",2020-12-30T07:05:11.877Z,160931191187900
"Flop:  [A♠, J♠, 10♣]",2020-12-30T07:04:54.238Z,160931189423900
"""SIMON @ V_qMu0YYL8"" checks",2020-12-30T07:04:53.431Z,160931189343200
"""LUKE @ e1gbfgFBn7"" calls 20",2020-12-30T07:04:52.598Z,160931189259900
"""CONOR @ UA0JtktTD_"" folds",2020-12-30T07:02:55.893Z,160931177589400
"""SANJAY @ 8EUsXZTe0y"" calls 20",2020-12-30T07:00:30.292Z,160931163029300
"""SIMON @ V_qMu0YYL8"" posts a big blind of 20",2020-12-30T07:00:25.625Z,160931162562607
"""LUKE @ e1gbfgFBn7"" posts a small blind of 10",2020-12-30T07:00:25.625Z,160931162562606
"Your hand is Q♣, 6♠, 6♦, 8♦",2020-12-30T07:00:25.625Z,160931162562602
"Player stacks: #4 ""SIMON @ V_qMu0YYL8"" (2020) | #8 ""SANJAY @ 8EUsXZTe0y"" (1660) | #9 ""CONOR @ UA0JtktTD_"" (670) | #10 ""LUKE @ e1gbfgFBn7"" (1650)",2020-12-30T07:00:25.625Z,160931162562601
"-- starting hand #37  (Pot Limit Omaha Hi) (dealer: ""CONOR @ UA0JtktTD_"") --",2020-12-30T07:00:25.625Z,160931162562600
"""LUKE @ e1gbfgFBn7"" shows a 8♣, 9♣, 7♦, 6♥.",2020-12-30T07:00:23.718Z,160931162371900
"-- ending hand #36 --",2020-12-30T07:00:21.984Z,160931162198602
"""LUKE @ e1gbfgFBn7"" collected 480 from pot",2020-12-30T07:00:21.984Z,160931162198601
"Uncalled bet of 220 returned to ""LUKE @ e1gbfgFBn7""",2020-12-30T07:00:21.984Z,160931162198600
"""CONOR @ UA0JtktTD_"" folds",2020-12-30T07:00:21.179Z,160931162118000
"""LUKE @ e1gbfgFBn7"" raises to 380",2020-12-30T07:00:00.339Z,160931160034000
"""CONOR @ UA0JtktTD_"" bets 160",2020-12-30T06:59:56.612Z,160931159661300
"River: 9♥, J♥, J♠, 10♣ [5♦]",2020-12-30T06:59:45.562Z,160931158556800
"""LUKE @ e1gbfgFBn7"" checks",2020-12-30T06:59:44.751Z,160931158475200
"""CONOR @ UA0JtktTD_"" checks",2020-12-30T06:59:41.736Z,160931158173700
"Turn: 9♥, J♥, J♠ [10♣]",2020-12-30T06:59:36.355Z,160931157636300
"""CONOR @ UA0JtktTD_"" calls 40",2020-12-30T06:59:35.548Z,160931157554900
"""SANJAY @ 8EUsXZTe0y"" folds",2020-12-30T06:59:33.249Z,160931157325000
"""SIMON @ V_qMu0YYL8"" folds",2020-12-30T06:59:32.414Z,160931157241500
"""LUKE @ e1gbfgFBn7"" bets 40",2020-12-30T06:59:30.758Z,160931157075900
"""CONOR @ UA0JtktTD_"" checks",2020-12-30T06:59:24.108Z,160931156410900
"Flop:  [9♥, J♥, J♠]",2020-12-30T06:59:15.429Z,160931155543200
"""LUKE @ e1gbfgFBn7"" checks",2020-12-30T06:59:14.622Z,160931155462200
"""CONOR @ UA0JtktTD_"" calls 20",2020-12-30T06:59:11.938Z,160931155193900
"""SANJAY @ 8EUsXZTe0y"" calls 20",2020-12-30T06:59:11.097Z,160931155109800
"""SIMON @ V_qMu0YYL8"" calls 20",2020-12-30T06:59:10.254Z,160931155026000
"""LUKE @ e1gbfgFBn7"" posts a big blind of 20",2020-12-30T06:59:04.969Z,160931154497107
"""CONOR @ UA0JtktTD_"" posts a small blind of 10",2020-12-30T06:59:04.969Z,160931154497106
"Your hand is 2♠, 7♠, 3♥, 5♠",2020-12-30T06:59:04.969Z,160931154497102
"Player stacks: #4 ""SIMON @ V_qMu0YYL8"" (2040) | #8 ""SANJAY @ 8EUsXZTe0y"" (1680) | #9 ""CONOR @ UA0JtktTD_"" (890) | #10 ""LUKE @ e1gbfgFBn7"" (1390)",2020-12-30T06:59:04.969Z,160931154497101
"-- starting hand #36  (Pot Limit Omaha Hi) (dealer: ""SANJAY @ 8EUsXZTe0y"") --",2020-12-30T06:59:04.969Z,160931154497100
"-- ending hand #35 --",2020-12-30T06:59:02.039Z,160931154204002
"""LUKE @ e1gbfgFBn7"" collected 580 from pot",2020-12-30T06:59:02.039Z,160931154204001
"Uncalled bet of 100 returned to ""LUKE @ e1gbfgFBn7""",2020-12-30T06:59:02.039Z,160931154204000
"""CONOR @ UA0JtktTD_"" folds",2020-12-30T06:59:01.230Z,160931154123400
"""LUKE @ e1gbfgFBn7"" bets 100",2020-12-30T06:58:40.412Z,160931152041300
"""CONOR @ UA0JtktTD_"" checks",2020-12-30T06:58:34.226Z,160931151422700
"River: 10♠, 9♠, 7♣, 2♥ [7♦]",2020-12-30T06:58:28.587Z,160931150860500
"""CONOR @ UA0JtktTD_"" calls 160",2020-12-30T06:58:27.779Z,160931150778000
"""SIMON @ V_qMu0YYL8"" folds",2020-12-30T06:58:25.884Z,160931150588500
"""LUKE @ e1gbfgFBn7"" raises to 160",2020-12-30T06:58:24.011Z,160931150401200
"""CONOR @ UA0JtktTD_"" bets 60",2020-12-30T06:58:20.723Z,160931150072400
"Turn: 10♠, 9♠, 7♣ [2♥]",2020-12-30T06:58:14.684Z,160931149469300
"""CONOR @ UA0JtktTD_"" calls 60",2020-12-30T06:58:13.874Z,160931149387600
"""SANJAY @ 8EUsXZTe0y"" folds",2020-12-30T06:58:13.034Z,160931149303500
"""SIMON @ V_qMu0YYL8"" calls 60",2020-12-30T06:58:12.197Z,160931149219800
"""LUKE @ e1gbfgFBn7"" bets 60",2020-12-30T06:58:03.122Z,160931148312300
"""CONOR @ UA0JtktTD_"" checks",2020-12-30T06:57:59.162Z,160931147916300
"""SANJAY @ 8EUsXZTe0y"" checks",2020-12-30T06:57:58.325Z,160931147832600
"Flop:  [10♠, 9♠, 7♣]",2020-12-30T06:57:46.587Z,160931146658900
"""CONOR @ UA0JtktTD_"" checks",2020-12-30T06:57:45.782Z,160931146578200
"""SANJAY @ 8EUsXZTe0y"" calls 20",2020-12-30T06:57:44.945Z,160931146494600
"""SIMON @ V_qMu0YYL8"" calls 20",2020-12-30T06:57:44.110Z,160931146411100
"""LUKE @ e1gbfgFBn7"" calls 20",2020-12-30T06:57:39.143Z,160931145914300
"""CONOR @ UA0JtktTD_"" posts a big blind of 20",2020-12-30T06:57:23.487Z,160931144348807
"""SANJAY @ 8EUsXZTe0y"" posts a small blind of 10",2020-12-30T06:57:23.487Z,160931144348806
"Your hand is 3♣, Q♣, K♦, 5♣",2020-12-30T06:57:23.487Z,160931144348802
"Player stacks: #4 ""SIMON @ V_qMu0YYL8"" (2120) | #8 ""SANJAY @ 8EUsXZTe0y"" (1700) | #9 ""CONOR @ UA0JtktTD_"" (1130) | #10 ""LUKE @ e1gbfgFBn7"" (1050)",2020-12-30T06:57:23.487Z,160931144348801
"-- starting hand #35  (Pot Limit Omaha Hi/Lo 8 or Better) (dealer: ""SIMON @ V_qMu0YYL8"") --",2020-12-30T06:57:23.487Z,160931144348800
"Undealt cards: A♦, 7♥, 8♠ [2♣, 10♦]",2020-12-30T06:57:19.727Z,160931143972700
"-- ending hand #34 --",2020-12-30T06:57:17.581Z,160931143758202
"""CONOR @ UA0JtktTD_"" collected 60 from pot",2020-12-30T06:57:17.581Z,160931143758201
"Uncalled bet of 60 returned to ""CONOR @ UA0JtktTD_""",2020-12-30T06:57:17.581Z,160931143758200
"""SANJAY @ 8EUsXZTe0y"" folds",2020-12-30T06:57:16.776Z,160931143677700 
"""SIMON @ V_qMu0YYL8"" folds",2020-12-30T06:57:15.951Z,160931143595200
"""CONOR @ UA0JtktTD_"" bets 60",2020-12-30T06:57:08.495Z,160931142849600
"""SANJAY @ 8EUsXZTe0y"" checks",2020-12-30T06:57:04.665Z,160931142466700
"""SIMON @ V_qMu0YYL8"" checks",2020-12-30T06:57:03.831Z,160931142383200
"Flop:  [A♦, 7♥, 8♠]",2020-12-30T06:56:59.872Z,160931141987300
"""SANJAY @ 8EUsXZTe0y"" checks",2020-12-30T06:56:59.064Z,160931141906400
"""SIMON @ V_qMu0YYL8"" calls 20",2020-12-30T06:56:58.233Z,160931141823400
"""LUKE @ e1gbfgFBn7"" folds",2020-12-30T06:56:57.398Z,160931141739900
"""CONOR @ UA0JtktTD_"" calls 20",2020-12-30T06:56:51.165Z,160931141116600
"""SANJAY @ 8EUsXZTe0y"" posts a big blind of 20",2020-12-30T06:56:45.728Z,160931140572907
"""SIMON @ V_qMu0YYL8"" posts a small blind of 10",2020-12-30T06:56:45.728Z,160931140572906
"Your hand is 4♥, 9♠",2020-12-30T06:56:45.728Z,160931140572902
"Player stacks: #4 ""SIMON @ V_qMu0YYL8"" (2140) | #8 ""SANJAY @ 8EUsXZTe0y"" (1720) | #9 ""CONOR @ UA0JtktTD_"" (1090) | #10 ""LUKE @ e1gbfgFBn7"" (1050)",2020-12-30T06:56:45.728Z,160931140572901
"-- starting hand #34  (No Limit Texas Hold'em) (dealer: ""LUKE @ e1gbfgFBn7"") --",2020-12-30T06:56:45.728Z,160931140572900
"""LUKE @ e1gbfgFBn7"" shows a 7♥, 3♥.",2020-12-30T06:56:41.050Z,160931140105100
"Undealt cards: 8♣, K♣, J♦ [Q♠, J♥]",2020-12-30T06:56:40.521Z,160931140052300
"-- ending hand #33 --",2020-12-30T06:56:39.113Z,160931139911402
"""LUKE @ e1gbfgFBn7"" collected 60 from pot",2020-12-30T06:56:39.113Z,160931139911401
"Uncalled bet of 80 returned to ""LUKE @ e1gbfgFBn7""",2020-12-30T06:56:39.113Z,160931139911400
"""CONOR @ UA0JtktTD_"" folds",2020-12-30T06:56:38.303Z,160931139830400
"""SIMON @ V_qMu0YYL8"" folds",2020-12-30T06:56:37.451Z,160931139745200
"""LUKE @ e1gbfgFBn7"" bets 80",2020-12-30T06:56:35.763Z,160931139576300
"Flop:  [8♣, K♣, J♦]",2020-12-30T06:56:19.043Z,160931137904400
"""SIMON @ V_qMu0YYL8"" checks",2020-12-30T06:56:18.227Z,160931137822800
"""LUKE @ e1gbfgFBn7"" calls 20",2020-12-30T06:56:17.397Z,160931137739800
"""CONOR @ UA0JtktTD_"" calls 20",2020-12-30T06:56:14.480Z,160931137448100
"""SANJAY @ 8EUsXZTe0y"" folds",2020-12-30T06:56:10.780Z,160931137078100
"""SIMON @ V_qMu0YYL8"" posts a big blind of 20",2020-12-30T06:56:08.672Z,160931136867307
"""LUKE @ e1gbfgFBn7"" posts a small blind of 10",2020-12-30T06:56:08.672Z,160931136867306
"Your hand is A♥, 6♦",2020-12-30T06:56:08.672Z,160931136867302
"Player stacks: #4 ""SIMON @ V_qMu0YYL8"" (2160) | #8 ""SANJAY @ 8EUsXZTe0y"" (1720) | #9 ""CONOR @ UA0JtktTD_"" (1110) | #10 ""LUKE @ e1gbfgFBn7"" (1010)",2020-12-30T06:56:08.672Z,160931136867301
"-- starting hand #33  (No Limit Texas Hold'em) (dealer: ""CONOR @ UA0JtktTD_"") --",2020-12-30T06:56:08.672Z,160931136867300
"""SIMON @ V_qMu0YYL8"" shows a 9♥, K♠.",2020-12-30T06:56:06.579Z,160931136658000
"""SANJAY @ 8EUsXZTe0y"" shows a 10♣, 7♠.",2020-12-30T06:56:06.007Z,160931136600800
"-- ending hand #32 --",2020-12-30T06:56:04.309Z,160931136431002
"""SANJAY @ 8EUsXZTe0y"" collected 160 from pot",2020-12-30T06:56:04.309Z,160931136431001
"Uncalled bet of 20 returned to ""SANJAY @ 8EUsXZTe0y""",2020-12-30T06:56:04.309Z,160931136431000
"""CONOR @ UA0JtktTD_"" folds",2020-12-30T06:56:03.504Z,160931136350500
"""SANJAY @ 8EUsXZTe0y"" bets 20",2020-12-30T06:56:00.511Z,160931136051200
"""CONOR @ UA0JtktTD_"" checks",2020-12-30T06:55:57.116Z,160931135711700
"River: 7♣, 6♦, 3♠, 4♥ [Q♥]",2020-12-30T06:55:54.839Z,160931135484100
"""SANJAY @ 8EUsXZTe0y"" checks",2020-12-30T06:55:54.028Z,160931135402900
"""CONOR @ UA0JtktTD_"" checks",2020-12-30T06:55:53.202Z,160931135320300
"Turn: 7♣, 6♦, 3♠ [4♥]",2020-12-30T06:55:47.462Z,160931134746300
"""SIMON @ V_qMu0YYL8"" folds",2020-12-30T06:55:46.651Z,160931134665200
"""LUKE @ e1gbfgFBn7"" folds",2020-12-30T06:55:45.741Z,160931134574200
"""CONOR @ UA0JtktTD_"" calls 40",2020-12-30T06:55:40.254Z,160931134025500
"""SANJAY @ 8EUsXZTe0y"" bets 40",2020-12-30T06:55:37.561Z,160931133756200
"""SIMON @ V_qMu0YYL8"" checks",2020-12-30T06:55:32.154Z,160931133215500
"""LUKE @ e1gbfgFBn7"" checks",2020-12-30T06:55:28.390Z,160931132839100
"""CONOR @ UA0JtktTD_"" checks",2020-12-30T06:55:24.902Z,160931132490300
"Flop:  [7♣, 6♦, 3♠]",2020-12-30T06:55:18.125Z,160931131812700
"""LUKE @ e1gbfgFBn7"" checks",2020-12-30T06:55:17.317Z,160931131731800
"""CONOR @ UA0JtktTD_"" calls 20",2020-12-30T06:55:14.702Z,160931131470300
"""SANJAY @ 8EUsXZTe0y"" calls 20",2020-12-30T06:55:12.083Z,160931131208400
"""SIMON @ V_qMu0YYL8"" calls 20",2020-12-30T06:55:11.229Z,160931131123000
"""LUKE @ e1gbfgFBn7"" posts a big blind of 20",2020-12-30T06:55:06.035Z,160931130603607
"""CONOR @ UA0JtktTD_"" posts a small blind of 10",2020-12-30T06:55:06.035Z,160931130603606
"Your hand is 9♥, K♠",2020-12-30T06:55:06.035Z,160931130603602
"Player stacks: #4 ""SIMON @ V_qMu0YYL8"" (2180) | #8 ""SANJAY @ 8EUsXZTe0y"" (1620) | #9 ""CONOR @ UA0JtktTD_"" (1170) | #10 ""LUKE @ e1gbfgFBn7"" (1030)",2020-12-30T06:55:06.035Z,160931130603601
"-- starting hand #32  (No Limit Texas Hold'em) (dealer: ""SANJAY @ 8EUsXZTe0y"") --",2020-12-30T06:55:06.035Z,160931130603600
"-- ending hand #31 --",2020-12-30T06:55:00.017Z,160931130001905
"""SANJAY @ 8EUsXZTe0y"" shows a 8♠, 5♣.",2020-12-30T06:55:00.017Z,160931130001904
"""LUKE @ e1gbfgFBn7"" collected 40 from pot with Pair, 2's (combination: 2♦, 2♠, A♥, 10♥, 6♣)",2020-12-30T06:55:00.017Z,160931130001903
"""LUKE @ e1gbfgFBn7"" shows a 2♦, 4♦.",2020-12-30T06:55:00.017Z,160931130001902
"""CONOR @ UA0JtktTD_"" collected 40 from pot with Pair, 2's (combination: 2♥, 2♠, A♥, 10♥, 6♣)",2020-12-30T06:55:00.017Z,160931130001901
"""CONOR @ UA0JtktTD_"" shows a 2♥, 5♠.",2020-12-30T06:55:00.017Z,160931130001900
"""SIMON @ V_qMu0YYL8"" checks",2020-12-30T06:54:59.208Z,160931129920900
"""LUKE @ e1gbfgFBn7"" checks",2020-12-30T06:54:57.154Z,160931129715500
"""CONOR @ UA0JtktTD_"" checks",2020-12-30T06:54:54.277Z,160931129427800
"""SANJAY @ 8EUsXZTe0y"" checks",2020-12-30T06:54:49.574Z,160931128957500
"River: 6♣, 3♠, 10♥, A♥ [2♠]",2020-12-30T06:54:45.032Z,160931128503500
"""SIMON @ V_qMu0YYL8"" checks",2020-12-30T06:54:44.223Z,160931128422400
"""LUKE @ e1gbfgFBn7"" checks",2020-12-30T06:54:42.311Z,160931128231200
"""CONOR @ UA0JtktTD_"" checks",2020-12-30T06:54:38.233Z,160931127823400
"""SANJAY @ 8EUsXZTe0y"" checks",2020-12-30T06:54:33.686Z,160931127368700
"Turn: 6♣, 3♠, 10♥ [A♥]",2020-12-30T06:54:23.267Z,160931126326800
"""SIMON @ V_qMu0YYL8"" checks",2020-12-30T06:54:22.463Z,160931126246300
"""LUKE @ e1gbfgFBn7"" checks",2020-12-30T06:54:21.056Z,160931126105700
"""CONOR @ UA0JtktTD_"" checks",2020-12-30T06:54:07.851Z,160931124785200
"""SANJAY @ 8EUsXZTe0y"" checks",2020-12-30T06:54:07.006Z,160931124700700
"Flop:  [6♣, 3♠, 10♥]",2020-12-30T06:54:02.046Z,160931124204700
"""CONOR @ UA0JtktTD_"" checks",2020-12-30T06:54:01.237Z,160931124123800
"""SANJAY @ 8EUsXZTe0y"" calls 20",2020-12-30T06:54:00.369Z,160931124037000
"""SIMON @ V_qMu0YYL8"" calls 20",2020-12-30T06:53:59.537Z,160931123954400
"""LUKE @ e1gbfgFBn7"" calls 20",2020-12-30T06:53:57.166Z,160931123716700
"""CONOR @ UA0JtktTD_"" posts a big blind of 20",2020-12-30T06:53:51.455Z,160931123145707
"""SANJAY @ 8EUsXZTe0y"" posts a small blind of 10",2020-12-30T06:53:51.455Z,160931123145706
"Your hand is Q♦, J♦",2020-12-30T06:53:51.455Z,160931123145602
"Player stacks: #4 ""SIMON @ V_qMu0YYL8"" (2200) | #8 ""SANJAY @ 8EUsXZTe0y"" (1640) | #9 ""CONOR @ UA0JtktTD_"" (1150) | #10 ""LUKE @ e1gbfgFBn7"" (1010)",2020-12-30T06:53:51.455Z,160931123145601
"-- starting hand #31  (No Limit Texas Hold'em) (dealer: ""SIMON @ V_qMu0YYL8"") --",2020-12-30T06:53:51.455Z,160931123145600
"Undealt cards: 6♣, 6♠, A♦ [10♠, 7♣]",2020-12-30T06:53:46.415Z,160931122641800
"""SIMON @ V_qMu0YYL8"" shows a 5♣, K♥.",2020-12-30T06:53:45.692Z,160931122569300
"-- ending hand #30 --",2020-12-30T06:53:44.850Z,160931122485102
"""SANJAY @ 8EUsXZTe0y"" collected 40 from pot",2020-12-30T06:53:44.850Z,160931122485101
"Uncalled bet of 20 returned to ""SANJAY @ 8EUsXZTe0y""",2020-12-30T06:53:44.850Z,160931122485100
"""SIMON @ V_qMu0YYL8"" folds",2020-12-30T06:53:44.035Z,160931122403600
"""SANJAY @ 8EUsXZTe0y"" bets 20",2020-12-30T06:53:40.052Z,160931122005200
"""SIMON @ V_qMu0YYL8"" checks",2020-12-30T06:53:36.956Z,160931121695700
"Flop:  [6♣, 6♠, A♦]",2020-12-30T06:53:33.464Z,160931121346500
"""SANJAY @ 8EUsXZTe0y"" checks",2020-12-30T06:53:32.658Z,160931121265800
"""SIMON @ V_qMu0YYL8"" calls 20",2020-12-30T06:53:31.828Z,160931121182900
"""LUKE @ e1gbfgFBn7"" folds",2020-12-30T06:53:30.990Z,160931121099100
"""CONOR @ UA0JtktTD_"" folds",2020-12-30T06:53:24.760Z,160931120476100
"""SANJAY @ 8EUsXZTe0y"" posts a big blind of 20",2020-12-30T06:53:15.222Z,160931119522307
"""SIMON @ V_qMu0YYL8"" posts a small blind of 10",2020-12-30T06:53:15.222Z,160931119522306
"Your hand is 5♣, K♥",2020-12-30T06:53:15.222Z,160931119522302
"Player stacks: #4 ""SIMON @ V_qMu0YYL8"" (2220) | #8 ""SANJAY @ 8EUsXZTe0y"" (1620) | #9 ""CONOR @ UA0JtktTD_"" (1150) | #10 ""LUKE @ e1gbfgFBn7"" (1010)",2020-12-30T06:53:15.222Z,160931119522301
"-- starting hand #30  (No Limit Texas Hold'em) (dealer: ""LUKE @ e1gbfgFBn7"") --",2020-12-30T06:53:15.222Z,160931119522300
"-- ending hand #29 --",2020-12-30T06:53:09.181Z,160931118918602
"""LUKE @ e1gbfgFBn7"" collected 580 from pot with Two Pair (combination: K♣, K♥, 10♥, 10♠, J♣)",2020-12-30T06:53:09.181Z,160931118918601
"""LUKE @ e1gbfgFBn7"" shows a 10♥, 9♠, 9♥, K♣.",2020-12-30T06:53:09.181Z,160931118918600
"""CONOR @ UA0JtktTD_"" calls 80",2020-12-30T06:53:08.374Z,160931118837500
"""LUKE @ e1gbfgFBn7"" bets 80",2020-12-30T06:52:49.631Z,160931116963200
"River: J♣, 7♥, 10♠, 6♣ [K♥]",2020-12-30T06:52:41.956Z,160931116197200
"""CONOR @ UA0JtktTD_"" calls 80",2020-12-30T06:52:41.149Z,160931116115000
"""SANJAY @ 8EUsXZTe0y"" folds",2020-12-30T06:52:33.240Z,160931115324100
"""LUKE @ e1gbfgFBn7"" bets 80",2020-12-30T06:52:26.651Z,160931114665100
"Turn: J♣, 7♥, 10♠ [6♣]",2020-12-30T06:52:20.144Z,160931114014700
"""CONOR @ UA0JtktTD_"" calls 60",2020-12-30T06:52:19.338Z,160931113933900
"""SANJAY @ 8EUsXZTe0y"" calls 60",2020-12-30T06:52:18.507Z,160931113850700
"""SIMON @ V_qMu0YYL8"" folds",2020-12-30T06:52:15.246Z,160931113524600
"""LUKE @ e1gbfgFBn7"" bets 60",2020-12-30T06:52:03.056Z,160931112310700
"Flop:  [J♣, 7♥, 10♠]",2020-12-30T06:51:52.974Z,160931111297700
"""SIMON @ V_qMu0YYL8"" checks",2020-12-30T06:51:52.163Z,160931111216400
"""LUKE @ e1gbfgFBn7"" calls 20",2020-12-30T06:51:43.848Z,160931110384800
"""CONOR @ UA0JtktTD_"" calls 20",2020-12-30T06:51:42.492Z,160931110249300
"""SANJAY @ 8EUsXZTe0y"" calls 20",2020-12-30T06:51:40.919Z,160931110092600
"""SIMON @ V_qMu0YYL8"" posts a big blind of 20",2020-12-30T06:51:37.211Z,160931109721107
"""LUKE @ e1gbfgFBn7"" posts a small blind of 10",2020-12-30T06:51:37.211Z,160931109721106
"Your hand is 8♣, 8♦, 5♦, 2♦",2020-12-30T06:51:37.211Z,160931109721102
"Player stacks: #4 ""SIMON @ V_qMu0YYL8"" (2240) | #8 ""SANJAY @ 8EUsXZTe0y"" (1700) | #9 ""CONOR @ UA0JtktTD_"" (1390) | #10 ""LUKE @ e1gbfgFBn7"" (670)",2020-12-30T06:51:37.211Z,160931109721101
"-- starting hand #29  (Pot Limit Omaha Hi) (dealer: ""CONOR @ UA0JtktTD_"") --",2020-12-30T06:51:37.211Z,160931109721100
"""SIMON @ V_qMu0YYL8"" shows a 6♣, 5♠, A♠, 5♣.",2020-12-30T06:51:35.406Z,160931109540600
"-- ending hand #28 --",2020-12-30T06:51:30.682Z,160931109068704
"""LUKE @ e1gbfgFBn7"" collected 600 from pot with Straight (combination: K♣, Q♦, J♥, 10♠, 9♦)",2020-12-30T06:51:30.682Z,160931109068703
"""LUKE @ e1gbfgFBn7"" shows a 6♠, J♥, 9♥, 10♠.",2020-12-30T06:51:30.682Z,160931109068702
"""CONOR @ UA0JtktTD_"" collected 600 from pot with Straight (combination: K♣, Q♦, J♠, 10♦, 9♦)",2020-12-30T06:51:30.682Z,160931109068701
"""CONOR @ UA0JtktTD_"" shows a 10♦, J♠, 4♣, 4♦.",2020-12-30T06:51:30.682Z,160931109068700
"""CONOR @ UA0JtktTD_"" calls 320",2020-12-30T06:51:29.873Z,160931108987400
"""LUKE @ e1gbfgFBn7"" raises to 320",2020-12-30T06:51:27.341Z,160931108734100
"""CONOR @ UA0JtktTD_"" bets 160",2020-12-30T06:51:14.009Z,160931107400900
"River: 9♦, 8♥, K♣, Q♦ [2♠]",2020-12-30T06:51:02.039Z,160931106206200
"""CONOR @ UA0JtktTD_"" calls 200",2020-12-30T06:51:01.172Z,160931106117300
"""SANJAY @ 8EUsXZTe0y"" folds",2020-12-30T06:51:00.158Z,160931106016200
"""SIMON @ V_qMu0YYL8"" folds",2020-12-30T06:50:58.091Z,160931105809200
"""LUKE @ e1gbfgFBn7"" raises to 200",2020-12-30T06:50:55.518Z,160931105552200
"""CONOR @ UA0JtktTD_"" bets 80",2020-12-30T06:50:49.346Z,160931104934700
"Turn: 9♦, 8♥, K♣ [Q♦]",2020-12-30T06:50:36.375Z,160931103637800
"""CONOR @ UA0JtktTD_"" calls 20",2020-12-30T06:50:35.553Z,160931103556400
"""SANJAY @ 8EUsXZTe0y"" calls 20",2020-12-30T06:50:34.709Z,160931103471000
"""SIMON @ V_qMu0YYL8"" calls 20",2020-12-30T06:50:33.876Z,160931103387700
"""LUKE @ e1gbfgFBn7"" bets 20",2020-12-30T06:50:25.842Z,160931102584500
"""CONOR @ UA0JtktTD_"" checks",2020-12-30T06:50:18.280Z,160931101828100
"Flop:  [9♦, 8♥, K♣]",2020-12-30T06:50:10.162Z,160931101016400
"""LUKE @ e1gbfgFBn7"" checks",2020-12-30T06:50:09.354Z,160931100935600
"""CONOR @ UA0JtktTD_"" calls 20",2020-12-30T06:50:02.996Z,160931100299700
"""SANJAY @ 8EUsXZTe0y"" calls 20",2020-12-30T06:50:00.765Z,160931100076700
"""SIMON @ V_qMu0YYL8"" calls 20",2020-12-30T06:49:58.935Z,160931099893600
"""LUKE @ e1gbfgFBn7"" posts a big blind of 20",2020-12-30T06:49:54.705Z,160931099470607
"""CONOR @ UA0JtktTD_"" posts a small blind of 10",2020-12-30T06:49:54.705Z,160931099470606
"Your hand is 6♣, 5♠, A♠, 5♣",2020-12-30T06:49:54.705Z,160931099470602
"Player stacks: #4 ""SIMON @ V_qMu0YYL8"" (2280) | #8 ""SANJAY @ 8EUsXZTe0y"" (1740) | #9 ""CONOR @ UA0JtktTD_"" (1350) | #10 ""LUKE @ e1gbfgFBn7"" (630)",2020-12-30T06:49:54.705Z,160931099470601
"-- starting hand #28  (Pot Limit Omaha Hi) (dealer: ""SANJAY @ 8EUsXZTe0y"") --",2020-12-30T06:49:54.705Z,160931099470600
"-- ending hand #27 --",2020-12-30T06:49:48.679Z,160931098868603
