entry,at,order
"""SIMON @ V_qMu0YYL8"" shows a 3♠, 10♠.",2021-01-08T04:32:12.398Z,161008033239900
"-- ending hand #59 --",2021-01-08T04:32:10.511Z,161008033051201
"""AJ @ DU8X52JYCl"" collected 1770 from pot with Three of a Kind, 7's (combination: 7♣, 7♠, 7♦, Q♣, 8♠)",2021-01-08T04:32:10.511Z,161008033051200
"River: 4♠, 2♦, Q♣, 7♦ [8♠]",2021-01-08T04:32:07.495Z,161008032749900
"""AJ @ DU8X52JYCl"" shows a 7♣, 7♠.",2021-01-08T04:32:04.463Z,161008032446401
"""FINN @ TjsSi2aE2P"" shows a 10♣, Q♥.",2021-01-08T04:32:04.463Z,161008032446400
"Some players choose to not run it twice.",2021-01-08T04:32:03.655Z,161008032365601
"""FINN @ TjsSi2aE2P"" chooses to not run it twice.",2021-01-08T04:32:03.655Z,161008032365600
"Remaining players decide whether to run it twice.",2021-01-08T04:32:02.269Z,161008032227001
"""SANJAY @ vrF6WbyhIw"" folds",2021-01-08T04:32:02.269Z,161008032227000
"""AJ @ DU8X52JYCl"" calls 440",2021-01-08T04:32:00.544Z,161008032054500
"""FINN @ TjsSi2aE2P"" bets 440 and go all in",2021-01-08T04:31:59.214Z,161008031921500
"""SANJAY @ vrF6WbyhIw"" checks",2021-01-08T04:31:49.732Z,161008030973200
"""AJ @ DU8X52JYCl"" checks",2021-01-08T04:31:47.973Z,161008030797300
"Turn: 4♠, 2♦, Q♣ [7♦]",2021-01-08T04:31:45.611Z,161008030561300
"""FINN @ TjsSi2aE2P"" calls 160",2021-01-08T04:31:44.794Z,161008030479500
"""SANJAY @ vrF6WbyhIw"" calls 160",2021-01-08T04:31:43.650Z,161008030365100
"""AJ @ DU8X52JYCl"" bets 160",2021-01-08T04:31:37.368Z,161008029736900
"Flop:  [4♠, 2♦, Q♣]",2021-01-08T04:31:30.812Z,161008029081300
"""LUKE @ e1gbfgFBn7"" folds",2021-01-08T04:31:30.005Z,161008029000500
"""FINN @ TjsSi2aE2P"" calls 120",2021-01-08T04:31:29.164Z,161008028916400
"""SANJAY @ vrF6WbyhIw"" calls 120",2021-01-08T04:31:25.830Z,161008028583400
"""AJ @ DU8X52JYCl"" raises to 120",2021-01-08T04:31:24.338Z,161008028433900
"""SIMON @ V_qMu0YYL8"" folds",2021-01-08T04:31:21.023Z,161008028102400
"""LUKE @ e1gbfgFBn7"" calls 40",2021-01-08T04:31:20.177Z,161008028017800
"""FINN @ TjsSi2aE2P"" calls 40",2021-01-08T04:31:15.377Z,161008027537800
"""SANJAY @ vrF6WbyhIw"" raises to 40",2021-01-08T04:31:13.967Z,161008027396800
"""AJ @ DU8X52JYCl"" posts a big blind of 20",2021-01-08T04:31:11.772Z,161008027177308
"""SIMON @ V_qMu0YYL8"" posts a small blind of 10",2021-01-08T04:31:11.772Z,161008027177307
"Player stacks: #1 ""FINN @ TjsSi2aE2P"" (720) | #4 ""LUKE @ e1gbfgFBn7"" (1220) | #5 ""SIMON @ V_qMu0YYL8"" (1380) | #7 ""AJ @ DU8X52JYCl"" (8530) | #9 ""SANJAY @ vrF6WbyhIw"" (1170)",2021-01-08T04:31:11.772Z,161008027177301
"-- starting hand #59  (No Limit Texas Hold'em) (dealer: ""LUKE @ e1gbfgFBn7"") --",2021-01-08T04:31:11.772Z,161008027177300
"""AJ @ DU8X52JYCl"" shows a 9♠, 6♣.",2021-01-08T04:31:06.206Z,161008026620900
"""LUKE @ e1gbfgFBn7"" shows a A♣, 7♦.",2021-01-08T04:31:06.105Z,161008026610600
"""SIMON @ V_qMu0YYL8"" shows a J♦, K♥.",2021-01-08T04:31:04.917Z,161008026491800
"-- ending hand #58 --",2021-01-08T04:31:03.751Z,161008026375202
"""SIMON @ V_qMu0YYL8"" collected 520 from pot",2021-01-08T04:31:03.751Z,161008026375201
"Uncalled bet of 100 returned to ""SIMON @ V_qMu0YYL8""",2021-01-08T04:31:03.751Z,161008026375200
"""LUKE @ e1gbfgFBn7"" folds",2021-01-08T04:31:02.941Z,161008026294200
"""FINN @ TjsSi2aE2P"" folds",2021-01-08T04:31:01.541Z,161008026154100
"""AJ @ DU8X52JYCl"" folds",2021-01-08T04:31:00.706Z,161008026070700
"""SIMON @ V_qMu0YYL8"" raises to 200",2021-01-08T04:30:59.827Z,161008025982800
"""LUKE @ e1gbfgFBn7"" bets 100",2021-01-08T04:30:56.151Z,161008025615100
"Flop:  [8♥, 8♠, J♣]",2021-01-08T04:30:51.476Z,161008025147700
"""LUKE @ e1gbfgFBn7"" calls 80",2021-01-08T04:30:50.669Z,161008025067000
"""FINN @ TjsSi2aE2P"" calls 80",2021-01-08T04:30:49.821Z,161008024982200
"""AJ @ DU8X52JYCl"" calls 80",2021-01-08T04:30:48.324Z,161008024832500
"""SIMON @ V_qMu0YYL8"" raises to 80",2021-01-08T04:30:46.125Z,161008024612600
"""LUKE @ e1gbfgFBn7"" calls 20",2021-01-08T04:30:43.375Z,161008024337600
"""FINN @ TjsSi2aE2P"" calls 20",2021-01-08T04:30:42.163Z,161008024216300
"""SANJAY @ vrF6WbyhIw"" folds",2021-01-08T04:30:41.339Z,161008024134000
"""AJ @ DU8X52JYCl"" calls 20",2021-01-08T04:30:40.503Z,161008024050400
"""SIMON @ V_qMu0YYL8"" posts a big blind of 20",2021-01-08T04:30:37.764Z,161008023776508
"""LUKE @ e1gbfgFBn7"" posts a small blind of 10",2021-01-08T04:30:37.764Z,161008023776507
"Player stacks: #1 ""FINN @ TjsSi2aE2P"" (800) | #4 ""LUKE @ e1gbfgFBn7"" (1400) | #5 ""SIMON @ V_qMu0YYL8"" (1040) | #7 ""AJ @ DU8X52JYCl"" (8610) | #9 ""SANJAY @ vrF6WbyhIw"" (1170)",2021-01-08T04:30:37.764Z,161008023776501
"-- starting hand #58  (No Limit Texas Hold'em) (dealer: ""FINN @ TjsSi2aE2P"") --",2021-01-08T04:30:37.764Z,161008023776500
"""AJ @ DU8X52JYCl"" shows a 7♦, 6♣.",2021-01-08T04:30:32.997Z,161008023299800
"-- ending hand #57 --",2021-01-08T04:30:31.228Z,161008023123002
"""LUKE @ e1gbfgFBn7"" collected 600 from pot with Pair, 9's (combination: 9♦, 9♣, Q♠, J♦, 7♠)",2021-01-08T04:30:31.228Z,161008023123001
"""LUKE @ e1gbfgFBn7"" shows a 4♥, 9♦.",2021-01-08T04:30:31.228Z,161008023123000
"""AJ @ DU8X52JYCl"" checks",2021-01-08T04:30:30.423Z,161008023042400
"""LUKE @ e1gbfgFBn7"" checks",2021-01-08T04:30:29.093Z,161008022909400
"River: 9♣, 7♠, Q♠, 5♠ [J♦]",2021-01-08T04:30:27.098Z,161008022710400
"""AJ @ DU8X52JYCl"" calls 200",2021-01-08T04:30:26.292Z,161008022629300
"""LUKE @ e1gbfgFBn7"" bets 200",2021-01-08T04:30:25.196Z,161008022519700
"Turn: 9♣, 7♠, Q♠ [5♠]",2021-01-08T04:30:20.742Z,161008022074500
"""FINN @ TjsSi2aE2P"" folds",2021-01-08T04:30:19.937Z,161008021993800
"""AJ @ DU8X52JYCl"" calls 60",2021-01-08T04:30:18.753Z,161008021875300
"""SIMON @ V_qMu0YYL8"" folds",2021-01-08T04:30:17.884Z,161008021788500
"""LUKE @ e1gbfgFBn7"" bets 60",2021-01-08T04:30:15.992Z,161008021599300
"""FINN @ TjsSi2aE2P"" checks",2021-01-08T04:30:10.811Z,161008021081200
"Flop:  [9♣, 7♠, Q♠]",2021-01-08T04:30:05.773Z,161008020577400
"""LUKE @ e1gbfgFBn7"" checks",2021-01-08T04:30:04.967Z,161008020496700
"""FINN @ TjsSi2aE2P"" calls 20",2021-01-08T04:30:02.475Z,161008020247500
"""SANJAY @ vrF6WbyhIw"" folds",2021-01-08T04:30:01.329Z,161008020133000
"""AJ @ DU8X52JYCl"" calls 20",2021-01-08T04:30:00.495Z,161008020049600
"""SIMON @ V_qMu0YYL8"" calls 20",2021-01-08T04:29:57.892Z,161008019789300
"""LUKE @ e1gbfgFBn7"" posts a big blind of 20",2021-01-08T04:29:54.867Z,161008019486908
"""FINN @ TjsSi2aE2P"" posts a small blind of 10",2021-01-08T04:29:54.867Z,161008019486907
"Player stacks: #1 ""FINN @ TjsSi2aE2P"" (820) | #4 ""LUKE @ e1gbfgFBn7"" (1080) | #5 ""SIMON @ V_qMu0YYL8"" (1060) | #7 ""AJ @ DU8X52JYCl"" (8890) | #9 ""SANJAY @ vrF6WbyhIw"" (1170)",2021-01-08T04:29:54.867Z,161008019486901
"-- starting hand #57  (No Limit Texas Hold'em) (dealer: ""SANJAY @ vrF6WbyhIw"") --",2021-01-08T04:29:54.867Z,161008019486900
"""SANJAY @ vrF6WbyhIw"" shows a 10♦, 9♣.",2021-01-08T04:29:50.351Z,161008019035200
"""LUKE @ e1gbfgFBn7"" shows a 10♠, Q♦.",2021-01-08T04:29:49.595Z,161008018959600
"""AJ @ DU8X52JYCl"" shows a 6♠, A♥.",2021-01-08T04:29:48.385Z,161008018838600
"""SIMON @ V_qMu0YYL8"" shows a 10♣, 8♦.",2021-01-08T04:29:47.293Z,161008018729400
"-- ending hand #56 --",2021-01-08T04:29:46.148Z,161008018614902
"""SIMON @ V_qMu0YYL8"" collected 500 from pot",2021-01-08T04:29:46.148Z,161008018614901
"Uncalled bet of 560 returned to ""SIMON @ V_qMu0YYL8""",2021-01-08T04:29:46.148Z,161008018614900
"""SANJAY @ vrF6WbyhIw"" folds",2021-01-08T04:29:45.343Z,161008018534400
"""SIMON @ V_qMu0YYL8"" bets 560 and go all in",2021-01-08T04:29:44.139Z,161008018414000
"""SANJAY @ vrF6WbyhIw"" checks",2021-01-08T04:29:39.109Z,161008017911000
"Turn: 8♣, 7♦, 4♣ [3♥]",2021-01-08T04:29:37.284Z,161008017728600
"""SANJAY @ vrF6WbyhIw"" calls 200",2021-01-08T04:29:36.473Z,161008017647400
"""AJ @ DU8X52JYCl"" folds",2021-01-08T04:29:35.049Z,161008017505000
"""SIMON @ V_qMu0YYL8"" raises to 200",2021-01-08T04:29:31.702Z,161008017170300
"""LUKE @ e1gbfgFBn7"" folds",2021-01-08T04:29:27.389Z,161008016739000
"""FINN @ TjsSi2aE2P"" folds",2021-01-08T04:29:26.551Z,161008016655200
"""SANJAY @ vrF6WbyhIw"" bets 60",2021-01-08T04:29:24.183Z,161008016418400
"Flop:  [8♣, 7♦, 4♣]",2021-01-08T04:29:20.049Z,161008016005000
"""FINN @ TjsSi2aE2P"" checks",2021-01-08T04:29:19.244Z,161008015924400
"""SANJAY @ vrF6WbyhIw"" calls 20",2021-01-08T04:29:17.499Z,161008015750000
"""AJ @ DU8X52JYCl"" calls 20",2021-01-08T04:29:16.673Z,161008015667400
"""SIMON @ V_qMu0YYL8"" calls 20",2021-01-08T04:29:14.659Z,161008015465900
"""LUKE @ e1gbfgFBn7"" calls 20",2021-01-08T04:29:13.798Z,161008015379900
"""FINN @ TjsSi2aE2P"" posts a big blind of 20",2021-01-08T04:29:08.431Z,161008014843508
"""SANJAY @ vrF6WbyhIw"" posts a small blind of 10",2021-01-08T04:29:08.431Z,161008014843507
"Player stacks: #1 ""FINN @ TjsSi2aE2P"" (840) | #4 ""LUKE @ e1gbfgFBn7"" (1100) | #5 ""SIMON @ V_qMu0YYL8"" (780) | #7 ""AJ @ DU8X52JYCl"" (8910) | #9 ""SANJAY @ vrF6WbyhIw"" (1390)",2021-01-08T04:29:08.431Z,161008014843501
"-- starting hand #56  (No Limit Texas Hold'em) (dealer: ""AJ @ DU8X52JYCl"") --",2021-01-08T04:29:08.431Z,161008014843500
"""SIMON @ V_qMu0YYL8"" shows a 2♣, J♠.",2021-01-08T04:29:02.803Z,161008014280400
"""LUKE @ e1gbfgFBn7"" shows a J♣, 6♥.",2021-01-08T04:29:02.614Z,161008014261500
"-- ending hand #55 --",2021-01-08T04:29:01.115Z,161008014111702
"""LUKE @ e1gbfgFBn7"" collected 240 from pot",2021-01-08T04:29:01.115Z,161008014111701
"Uncalled bet of 160 returned to ""LUKE @ e1gbfgFBn7""",2021-01-08T04:29:01.115Z,161008014111600
"""SANJAY @ vrF6WbyhIw"" folds",2021-01-08T04:29:00.308Z,161008014030900
"""AJ @ DU8X52JYCl"" folds",2021-01-08T04:28:58.983Z,161008013898400
"""LUKE @ e1gbfgFBn7"" bets 160",2021-01-08T04:28:58.124Z,161008013812400
"""SANJAY @ vrF6WbyhIw"" checks",2021-01-08T04:28:50.314Z,161008013031400
"""AJ @ DU8X52JYCl"" checks",2021-01-08T04:28:49.486Z,161008012948700
"Turn: 2♠, 6♦, 4♠ [Q♠]",2021-01-08T04:28:45.818Z,161008012582400
"""SANJAY @ vrF6WbyhIw"" calls 60",2021-01-08T04:28:44.991Z,161008012499200
"""AJ @ DU8X52JYCl"" calls 60",2021-01-08T04:28:43.380Z,161008012338100
"""LUKE @ e1gbfgFBn7"" bets 60",2021-01-08T04:28:40.973Z,161008012097400
"""SANJAY @ vrF6WbyhIw"" checks",2021-01-08T04:28:37.993Z,161008011799400
"""AJ @ DU8X52JYCl"" checks",2021-01-08T04:28:37.112Z,161008011711200
"Flop:  [2♠, 6♦, 4♠]",2021-01-08T04:28:34.375Z,161008011437600
"""SANJAY @ vrF6WbyhIw"" checks",2021-01-08T04:28:33.567Z,161008011356700
"""AJ @ DU8X52JYCl"" calls 20",2021-01-08T04:28:31.109Z,161008011111000
"""SIMON @ V_qMu0YYL8"" folds",2021-01-08T04:28:29.163Z,161008010916500
"""LUKE @ e1gbfgFBn7"" calls 20",2021-01-08T04:28:28.309Z,161008010831000
"""FINN @ TjsSi2aE2P"" folds",2021-01-08T04:28:26.935Z,161008010693600
"""SANJAY @ vrF6WbyhIw"" posts a big blind of 20",2021-01-08T04:28:25.571Z,161008010557208
"""AJ @ DU8X52JYCl"" posts a small blind of 10",2021-01-08T04:28:25.571Z,161008010557207
"Player stacks: #1 ""FINN @ TjsSi2aE2P"" (840) | #4 ""LUKE @ e1gbfgFBn7"" (940) | #5 ""SIMON @ V_qMu0YYL8"" (780) | #7 ""AJ @ DU8X52JYCl"" (8990) | #9 ""SANJAY @ vrF6WbyhIw"" (1470)",2021-01-08T04:28:25.571Z,161008010557201
"-- starting hand #55  (No Limit Texas Hold'em) (dealer: ""SIMON @ V_qMu0YYL8"") --",2021-01-08T04:28:25.571Z,161008010557200
"""AJ @ DU8X52JYCl"" shows a 5♠, 8♦.",2021-01-08T04:28:20.030Z,161008010003100
"-- ending hand #54 --",2021-01-08T04:28:18.961Z,161008009896102
"""AJ @ DU8X52JYCl"" collected 60 from pot",2021-01-08T04:28:18.961Z,161008009896101
"Uncalled bet of 60 returned to ""AJ @ DU8X52JYCl""",2021-01-08T04:28:18.961Z,161008009896100
"""SIMON @ V_qMu0YYL8"" folds",2021-01-08T04:28:18.154Z,161008009815500
"""FINN @ TjsSi2aE2P"" folds",2021-01-08T04:28:17.305Z,161008009730600
"""AJ @ DU8X52JYCl"" bets 60",2021-01-08T04:28:15.397Z,161008009539800
"""SIMON @ V_qMu0YYL8"" checks",2021-01-08T04:28:11.269Z,161008009127000
"Flop:  [8♣, A♣, 4♦]",2021-01-08T04:28:08.373Z,161008008837400
"""AJ @ DU8X52JYCl"" checks",2021-01-08T04:28:07.568Z,161008008756900
"""SIMON @ V_qMu0YYL8"" calls 20",2021-01-08T04:28:05.636Z,161008008563700
"""LUKE @ e1gbfgFBn7"" folds",2021-01-08T04:28:04.771Z,161008008477100
"""FINN @ TjsSi2aE2P"" calls 20",2021-01-08T04:28:03.927Z,161008008392800
"""SANJAY @ vrF6WbyhIw"" folds",2021-01-08T04:28:01.712Z,161008008171300
"""AJ @ DU8X52JYCl"" posts a big blind of 20",2021-01-08T04:27:59.391Z,161008007939208
"""SIMON @ V_qMu0YYL8"" posts a small blind of 10",2021-01-08T04:27:59.391Z,161008007939207
"Player stacks: #1 ""FINN @ TjsSi2aE2P"" (860) | #4 ""LUKE @ e1gbfgFBn7"" (940) | #5 ""SIMON @ V_qMu0YYL8"" (800) | #7 ""AJ @ DU8X52JYCl"" (8950) | #9 ""SANJAY @ vrF6WbyhIw"" (1470)",2021-01-08T04:27:59.391Z,161008007939201
"-- starting hand #54  (No Limit Texas Hold'em) (dealer: ""LUKE @ e1gbfgFBn7"") --",2021-01-08T04:27:59.391Z,161008007939200
"""LUKE @ e1gbfgFBn7"" shows a Q♠, A♦.",2021-01-08T04:27:58.031Z,161008007803200
"""AJ @ DU8X52JYCl"" shows a 7♠, Q♥.",2021-01-08T04:27:56.280Z,161008007628100
"""SIMON @ V_qMu0YYL8"" shows a 4♠, A♠.",2021-01-08T04:27:52.879Z,161008007287900
"-- ending hand #53 --",2021-01-08T04:27:51.385Z,161008007138602
"""FINN @ TjsSi2aE2P"" collected 80 from pot",2021-01-08T04:27:51.385Z,161008007138601
"Uncalled bet of 60 returned to ""FINN @ TjsSi2aE2P""",2021-01-08T04:27:51.385Z,161008007138600
"""AJ @ DU8X52JYCl"" folds",2021-01-08T04:27:50.580Z,161008007058000
"""SIMON @ V_qMu0YYL8"" folds",2021-01-08T04:27:48.526Z,161008006852700
"""LUKE @ e1gbfgFBn7"" folds",2021-01-08T04:27:46.609Z,161008006660900
"""FINN @ TjsSi2aE2P"" bets 60",2021-01-08T04:27:45.043Z,161008006504300
"""AJ @ DU8X52JYCl"" checks",2021-01-08T04:27:42.853Z,161008006285400
"""SIMON @ V_qMu0YYL8"" checks",2021-01-08T04:27:39.972Z,161008005997300
"""LUKE @ e1gbfgFBn7"" checks",2021-01-08T04:27:38.405Z,161008005840600
"Flop:  [J♣, 9♠, 3♦]",2021-01-08T04:27:34.503Z,161008005450400
"""SIMON @ V_qMu0YYL8"" checks",2021-01-08T04:27:33.698Z,161008005369900
"""LUKE @ e1gbfgFBn7"" calls 20",2021-01-08T04:27:32.843Z,161008005284300
"""FINN @ TjsSi2aE2P"" calls 20",2021-01-08T04:27:31.794Z,161008005179500
"""SANJAY @ vrF6WbyhIw"" folds",2021-01-08T04:27:30.775Z,161008005077600
"""AJ @ DU8X52JYCl"" calls 20",2021-01-08T04:27:26.789Z,161008004679000
"""SIMON @ V_qMu0YYL8"" posts a big blind of 20",2021-01-08T04:27:21.775Z,161008004177608
"""LUKE @ e1gbfgFBn7"" posts a small blind of 10",2021-01-08T04:27:21.775Z,161008004177607
"Player stacks: #1 ""FINN @ TjsSi2aE2P"" (800) | #4 ""LUKE @ e1gbfgFBn7"" (960) | #5 ""SIMON @ V_qMu0YYL8"" (820) | #7 ""AJ @ DU8X52JYCl"" (8970) | #9 ""SANJAY @ vrF6WbyhIw"" (1470)",2021-01-08T04:27:21.775Z,161008004177601
"-- starting hand #53  (No Limit Texas Hold'em) (dead button) --",2021-01-08T04:27:21.775Z,161008004177600
"-- ending hand #52 --",2021-01-08T04:27:15.742Z,161008003574403
"""FINN @ TjsSi2aE2P"" shows a 7♣, 6♣.",2021-01-08T04:27:15.742Z,161008003574402
"""SANJAY @ vrF6WbyhIw"" collected 300 from pot with Pair, J's (combination: J♦, J♠, Q♦, 9♣, 8♦)",2021-01-08T04:27:15.742Z,161008003574401
"""SANJAY @ vrF6WbyhIw"" shows a 9♣, J♦.",2021-01-08T04:27:15.742Z,161008003574400
"""SANJAY @ vrF6WbyhIw"" calls 60",2021-01-08T04:27:14.932Z,161008003493700
"""FINN @ TjsSi2aE2P"" bets 60",2021-01-08T04:27:12.858Z,161008003285900
"""SANJAY @ vrF6WbyhIw"" checks",2021-01-08T04:27:08.959Z,161008002896000
"River: 8♦, Q♦, 3♠, 5♣ [J♠]",2021-01-08T04:27:06.623Z,161008002662600
"""SANJAY @ vrF6WbyhIw"" calls 60",2021-01-08T04:27:05.814Z,161008002581500
"""LUKE @ e1gbfgFBn7"" folds",2021-01-08T04:27:04.525Z,161008002452600
"""FINN @ TjsSi2aE2P"" bets 60",2021-01-08T04:27:03.507Z,161008002350700
"""SANJAY @ vrF6WbyhIw"" checks",2021-01-08T04:27:01.040Z,161008002104100
"""LUKE @ e1gbfgFBn7"" checks",2021-01-08T04:27:00.209Z,161008002021000
"Turn: 8♦, Q♦, 3♠ [5♣]",2021-01-08T04:26:44.937Z,161008000493900
"""FINN @ TjsSi2aE2P"" checks",2021-01-08T04:26:44.131Z,161008000413200
"""SANJAY @ vrF6WbyhIw"" checks",2021-01-08T04:26:42.200Z,161008000220100
"""LUKE @ e1gbfgFBn7"" checks",2021-01-08T04:26:41.368Z,161008000136900
"Flop:  [8♦, Q♦, 3♠]",2021-01-08T04:26:30.713Z,161007999071400
"""LUKE @ e1gbfgFBn7"" checks",2021-01-08T04:26:29.895Z,161007998989500
"""FINN @ TjsSi2aE2P"" calls 20",2021-01-08T04:26:21.783Z,161007998178400
"""SANJAY @ vrF6WbyhIw"" calls 20",2021-01-08T04:26:20.073Z,161007998007400
"""AJ @ DU8X52JYCl"" folds",2021-01-08T04:26:19.229Z,161007997923000
"""SIMON @ V_qMu0YYL8"" folds",2021-01-08T04:26:14.208Z,161007997420900
"""LUKE @ e1gbfgFBn7"" posts a big blind of 20",2021-01-08T04:26:08.040Z,161007996804809
"Dead Small Blind",2021-01-08T04:26:08.040Z,161007996804808
"Player stacks: #1 ""FINN @ TjsSi2aE2P"" (940) | #4 ""LUKE @ e1gbfgFBn7"" (980) | #5 ""SIMON @ V_qMu0YYL8"" (820) | #7 ""AJ @ DU8X52JYCl"" (8970) | #9 ""SANJAY @ vrF6WbyhIw"" (1310)",2021-01-08T04:26:08.040Z,161007996804802
"-- starting hand #52  (No Limit Texas Hold'em) (dealer: ""FINN @ TjsSi2aE2P"") --",2021-01-08T04:26:08.040Z,161007996804801
"The player ""CONOR @ UA0JtktTD_"" quits the game with a stack of 0.",2021-01-08T04:26:08.040Z,161007996804800
"""LUKE @ e1gbfgFBn7"" shows a 4♣, Q♣.",2021-01-08T04:26:04.875Z,161007996487600
"-- ending hand #51 --",2021-01-08T04:26:01.532Z,161007996153301
"""AJ @ DU8X52JYCl"" collected 1830 from pot with Full House, 5's over A's (combination: 5♦, 5♣, 5♥, A♠, A♣)",2021-01-08T04:26:01.532Z,161007996153300
"River: A♠, 8♣, A♣, Q♥ [5♥]",2021-01-08T04:25:58.501Z,161007995850400
"Turn: A♠, 8♣, A♣ [Q♥]",2021-01-08T04:25:55.477Z,161007995547900
"""AJ @ DU8X52JYCl"" shows a 5♦, 5♣.",2021-01-08T04:25:52.460Z,161007995246101
"""CONOR @ UA0JtktTD_"" shows a A♦, 3♥.",2021-01-08T04:25:52.460Z,161007995246100
"Some players choose to not run it twice.",2021-01-08T04:25:51.653Z,161007995165401
"""AJ @ DU8X52JYCl"" chooses to not run it twice.",2021-01-08T04:25:51.653Z,161007995165400
"Remaining players decide whether to run it twice.",2021-01-08T04:25:48.307Z,161007994830801
"""AJ @ DU8X52JYCl"" calls 790",2021-01-08T04:25:48.307Z,161007994830800
"""CONOR @ UA0JtktTD_"" raises to 790 and go all in",2021-01-08T04:25:41.987Z,161007994198800
"""AJ @ DU8X52JYCl"" bets 250",2021-01-08T04:25:37.011Z,161007993701200
"""CONOR @ UA0JtktTD_"" checks",2021-01-08T04:25:33.489Z,161007993349000
"Flop:  [A♠, 8♣, A♣]",2021-01-08T04:25:25.865Z,161007992586600
"""SIMON @ V_qMu0YYL8"" folds",2021-01-08T04:25:25.059Z,161007992506000
"""LUKE @ e1gbfgFBn7"" folds",2021-01-08T04:25:24.206Z,161007992420700
"""CONOR @ UA0JtktTD_"" calls 100",2021-01-08T04:25:23.347Z,161007992334700
"""FINN @ TjsSi2aE2P"" folds",2021-01-08T04:25:12.189Z,161007991218900
"""SANJAY @ vrF6WbyhIw"" folds",2021-01-08T04:25:11.327Z,161007991132800
"""AJ @ DU8X52JYCl"" raises to 100",2021-01-08T04:25:10.498Z,161007991049900
"""SIMON @ V_qMu0YYL8"" calls 20",2021-01-08T04:25:07.394Z,161007990739500
"""LUKE @ e1gbfgFBn7"" calls 20",2021-01-08T04:25:05.853Z,161007990585400
