entry,at,order
"""SIMON @ pZYcWAwWMU"" posts a big blind of 20",2021-01-05T06:04:49.313Z,160982668932010
"Dead Small Blind",2021-01-05T06:04:49.313Z,160982668932009
"Your hand is 2♣, 6♠",2021-01-05T06:04:49.313Z,160982668932004
"Player stacks: #2 ""SIMON @ pZYcWAwWMU"" (2480) | #6 ""WILL @ pICSC9Ctds"" (1240) | #8 ""AJ @ DU8X52JYCl"" (2390) | #9 ""LUKE @ e1gbfgFBn7"" (3225) | #10 ""FINN @ TjsSi2aE2P"" (1165)",2021-01-05T06:04:49.313Z,160982668932003
"-- starting hand #120  (No Limit Texas Hold'em) (dealer: ""FINN @ TjsSi2aE2P"") --",2021-01-05T06:04:49.313Z,160982668932002
"The player ""SANJAY @ vrF6WbyhIw"" quits the game with a stack of 0.",2021-01-05T06:04:49.313Z,160982668932001
"The player ""CONOR @ UA0JtktTD_"" quits the game with a stack of 0.",2021-01-05T06:04:49.313Z,160982668932000
"""SIMON @ pZYcWAwWMU"" shows a J♦, 6♣.",2021-01-05T06:04:45.942Z,160982668594200
"""SANJAY @ vrF6WbyhIw"" shows a A♣, Q♦.",2021-01-05T06:04:45.797Z,160982668579800
"""WILL @ pICSC9Ctds"" shows a 9♦, 9♠.",2021-01-05T06:04:45.080Z,160982668508000
"""FINN @ TjsSi2aE2P"" shows a 4♥, J♥.",2021-01-05T06:04:44.690Z,160982668469100
"""CONOR @ UA0JtktTD_"" shows a Q♣, A♠.",2021-01-05T06:04:42.138Z,160982668213800
"""AJ @ DU8X52JYCl"" shows a 6♠, J♣.",2021-01-05T06:04:41.979Z,160982668198000
"-- ending hand #119 --",2021-01-05T06:04:40.288Z,160982668029304
"""LUKE @ e1gbfgFBn7"" collected 160 from pot with Straight, 5 High (combination: 5♥, 4♣, 3♥, 2♠, A♥)",2021-01-05T06:04:40.288Z,160982668029303
"""LUKE @ e1gbfgFBn7"" collected 1740 from pot with Straight, 5 High (combination: 5♥, 4♣, 3♥, 2♠, A♥)",2021-01-05T06:04:40.288Z,160982668029302
"""LUKE @ e1gbfgFBn7"" collected 600 from pot with Straight, 5 High (combination: 5♥, 4♣, 3♥, 2♠, A♥)",2021-01-05T06:04:40.288Z,160982668029301
"""LUKE @ e1gbfgFBn7"" shows a K♣, 5♥.",2021-01-05T06:04:40.288Z,160982668029300
"""SANJAY @ vrF6WbyhIw"" calls 180 and go all in",2021-01-05T06:04:39.481Z,160982667948200
"""FINN @ TjsSi2aE2P"" calls 260",2021-01-05T06:04:38.503Z,160982667850400
"""LUKE @ e1gbfgFBn7"" bets 260",2021-01-05T06:04:37.458Z,160982667745900
"""SANJAY @ vrF6WbyhIw"" checks",2021-01-05T06:04:31.128Z,160982667112800
"""FINN @ TjsSi2aE2P"" checks",2021-01-05T06:04:30.300Z,160982667030400
"River: A♥, 3♥, 4♣, 4♦ [2♠]",2021-01-05T06:04:28.590Z,160982666859700
"""SANJAY @ vrF6WbyhIw"" calls 300",2021-01-05T06:04:27.783Z,160982666778400
"""FINN @ TjsSi2aE2P"" calls 300",2021-01-05T06:04:26.139Z,160982666614000
"""LUKE @ e1gbfgFBn7"" raises to 300",2021-01-05T06:04:24.935Z,160982666493600
"""SANJAY @ vrF6WbyhIw"" calls 60",2021-01-05T06:04:19.133Z,160982665913400
"""FINN @ TjsSi2aE2P"" bets 60",2021-01-05T06:04:18.172Z,160982665817300
"Turn: A♥, 3♥, 4♣ [4♦]",2021-01-05T06:04:14.129Z,160982665413100
"""FINN @ TjsSi2aE2P"" calls 100",2021-01-05T06:04:13.322Z,160982665332300
"""LUKE @ e1gbfgFBn7"" calls 100",2021-01-05T06:04:12.313Z,160982665231300
"""AJ @ DU8X52JYCl"" folds",2021-01-05T06:04:00.729Z,160982664072900
"""WILL @ pICSC9Ctds"" folds",2021-01-05T06:03:59.864Z,160982663986500
"""SANJAY @ vrF6WbyhIw"" bets 100",2021-01-05T06:03:52.028Z,160982663202900
"""FINN @ TjsSi2aE2P"" checks",2021-01-05T06:03:47.201Z,160982662720200
"Flop:  [A♥, 3♥, 4♣]",2021-01-05T06:03:44.794Z,160982662479500
"""SANJAY @ vrF6WbyhIw"" calls 100",2021-01-05T06:03:43.987Z,160982662398800
"""FINN @ TjsSi2aE2P"" calls 100",2021-01-05T06:03:42.864Z,160982662286500
"""LUKE @ e1gbfgFBn7"" calls 100",2021-01-05T06:03:41.973Z,160982662197400
"""AJ @ DU8X52JYCl"" calls 100",2021-01-05T06:03:41.135Z,160982662113600
"""WILL @ pICSC9Ctds"" calls 100",2021-01-05T06:03:37.283Z,160982661728400
"""CONOR @ UA0JtktTD_"" raises to 100 and go all in",2021-01-05T06:03:34.779Z,160982661478000
"""SANJAY @ vrF6WbyhIw"" raises to 80",2021-01-05T06:03:31.046Z,160982661104700
"""FINN @ TjsSi2aE2P"" calls 20",2021-01-05T06:03:26.791Z,160982660679200
"""LUKE @ e1gbfgFBn7"" calls 20",2021-01-05T06:03:25.952Z,160982660596000
"""AJ @ DU8X52JYCl"" calls 20",2021-01-05T06:03:25.098Z,160982660509900
"""WILL @ pICSC9Ctds"" calls 20",2021-01-05T06:03:18.705Z,160982659870500
"""CONOR @ UA0JtktTD_"" calls 20",2021-01-05T06:03:17.497Z,160982659749800
"""SIMON @ pZYcWAwWMU"" folds",2021-01-05T06:03:14.000Z,160982659400100
"""SANJAY @ vrF6WbyhIw"" posts a big blind of 20",2021-01-05T06:03:11.156Z,160982659115810
"""FINN @ TjsSi2aE2P"" posts a small blind of 10",2021-01-05T06:03:11.156Z,160982659115809
"Your hand is J♦, 6♣",2021-01-05T06:03:11.156Z,160982659115703
"Player stacks: #1 ""SANJAY @ vrF6WbyhIw"" (680) | #2 ""SIMON @ pZYcWAwWMU"" (2480) | #4 ""CONOR @ UA0JtktTD_"" (100) | #6 ""WILL @ pICSC9Ctds"" (1340) | #8 ""AJ @ DU8X52JYCl"" (2490) | #9 ""LUKE @ e1gbfgFBn7"" (1485) | #10 ""FINN @ TjsSi2aE2P"" (1925)",2021-01-05T06:03:11.156Z,160982659115701
"-- starting hand #119  (No Limit Texas Hold'em) (dealer: ""LUKE @ e1gbfgFBn7"") --",2021-01-05T06:03:11.156Z,160982659115700
"""WILL @ pICSC9Ctds"" shows a 8♥, 3♠.",2021-01-05T06:03:08.749Z,160982658875000
"""AJ @ DU8X52JYCl"" shows a J♥, Q♣.",2021-01-05T06:03:04.223Z,160982658422300
"""SIMON @ pZYcWAwWMU"" shows a 8♣, 7♥.",2021-01-05T06:03:04.018Z,160982658401800
"""LUKE @ e1gbfgFBn7"" shows a J♠, 7♦.",2021-01-05T06:03:02.888Z,160982658288900
"""SANJAY @ vrF6WbyhIw"" shows a 10♥, K♥.",2021-01-05T06:03:02.718Z,160982658271900
"Undealt cards: 6♠, 4♣, 6♦, K♠ [2♠]",2021-01-05T06:03:02.545Z,160982658254600
"""FINN @ TjsSi2aE2P"" shows a 5♥, 5♦.",2021-01-05T06:03:01.617Z,160982658161800
"-- ending hand #118 --",2021-01-05T06:03:01.038Z,160982658103902
"""FINN @ TjsSi2aE2P"" collected 320 from pot",2021-01-05T06:03:01.038Z,160982658103901
"Uncalled bet of 100 returned to ""FINN @ TjsSi2aE2P""",2021-01-05T06:03:01.038Z,160982658103900
"""AJ @ DU8X52JYCl"" folds",2021-01-05T06:03:00.230Z,160982658023100
"""FINN @ TjsSi2aE2P"" bets 100",2021-01-05T06:02:58.539Z,160982657854000
"Turn: 6♠, 4♣, 6♦ [K♠]",2021-01-05T06:02:55.602Z,160982657560800
"""LUKE @ e1gbfgFBn7"" folds",2021-01-05T06:02:54.797Z,160982657479800
"""AJ @ DU8X52JYCl"" calls 60",2021-01-05T06:02:53.711Z,160982657371200
"""CONOR @ UA0JtktTD_"" folds",2021-01-05T06:02:52.091Z,160982657209400
"""SANJAY @ vrF6WbyhIw"" folds",2021-01-05T06:02:49.780Z,160982656978100
"""FINN @ TjsSi2aE2P"" bets 60",2021-01-05T06:02:46.818Z,160982656681900
"""LUKE @ e1gbfgFBn7"" checks",2021-01-05T06:02:44.618Z,160982656461900
"Flop:  [6♠, 4♣, 6♦]",2021-01-05T06:02:38.260Z,160982655826200
"""FINN @ TjsSi2aE2P"" calls 40",2021-01-05T06:02:37.453Z,160982655745400
"""LUKE @ e1gbfgFBn7"" calls 40",2021-01-05T06:02:36.323Z,160982655632400
"""AJ @ DU8X52JYCl"" calls 40",2021-01-05T06:02:31.410Z,160982655141000
"""WILL @ pICSC9Ctds"" folds",2021-01-05T06:02:30.550Z,160982655055100
"""CONOR @ UA0JtktTD_"" calls 40",2021-01-05T06:02:29.724Z,160982654972500
"""SIMON @ pZYcWAwWMU"" folds",2021-01-05T06:02:21.167Z,160982654116800
"""SANJAY @ vrF6WbyhIw"" raises to 40",2021-01-05T06:02:18.504Z,160982653850500
"""FINN @ TjsSi2aE2P"" posts a big blind of 20",2021-01-05T06:02:15.858Z,160982653585910
"""LUKE @ e1gbfgFBn7"" posts a small blind of 10",2021-01-05T06:02:15.858Z,160982653585909
"Your hand is 8♣, 7♥",2021-01-05T06:02:15.858Z,160982653585903
"Player stacks: #1 ""SANJAY @ vrF6WbyhIw"" (720) | #2 ""SIMON @ pZYcWAwWMU"" (2480) | #4 ""CONOR @ UA0JtktTD_"" (140) | #6 ""WILL @ pICSC9Ctds"" (1340) | #8 ""AJ @ DU8X52JYCl"" (2590) | #9 ""LUKE @ e1gbfgFBn7"" (1525) | #10 ""FINN @ TjsSi2aE2P"" (1705)",2021-01-05T06:02:15.858Z,160982653585901
"-- starting hand #118  (No Limit Texas Hold'em) (dealer: ""AJ @ DU8X52JYCl"") --",2021-01-05T06:02:15.858Z,160982653585900
"""FINN @ TjsSi2aE2P"" shows a 6♥, 3♠.",2021-01-05T06:02:13.992Z,160982653399300
"-- ending hand #117 --",2021-01-05T06:02:09.310Z,160982652931202
"""AJ @ DU8X52JYCl"" collected 280 from pot with Full House, J's over Q's (combination: J♣, J♦, J♠, Q♠, Q♥)",2021-01-05T06:02:09.310Z,160982652931201
"""AJ @ DU8X52JYCl"" shows a Q♠, J♣.",2021-01-05T06:02:09.310Z,160982652931200
"""CONOR @ UA0JtktTD_"" calls 20",2021-01-05T06:02:08.506Z,160982652850700
"""AJ @ DU8X52JYCl"" bets 20",2021-01-05T06:02:07.146Z,160982652714700
"River: J♦, Q♥, 5♥, A♠ [J♠]",2021-01-05T06:02:04.291Z,160982652429500
"""CONOR @ UA0JtktTD_"" checks",2021-01-05T06:02:03.485Z,160982652348600
"""AJ @ DU8X52JYCl"" checks",2021-01-05T06:02:01.817Z,160982652181800
"Turn: J♦, Q♥, 5♥ [A♠]",2021-01-05T06:01:59.253Z,160982651925400
"""CONOR @ UA0JtktTD_"" calls 80",2021-01-05T06:01:58.446Z,160982651844600
"""SANJAY @ vrF6WbyhIw"" folds",2021-01-05T06:01:57.043Z,160982651704400
"""LUKE @ e1gbfgFBn7"" folds",2021-01-05T06:01:56.214Z,160982651621500
"""AJ @ DU8X52JYCl"" bets 80",2021-01-05T06:01:50.439Z,160982651043900
"Flop:  [J♦, Q♥, 5♥]",2021-01-05T06:01:45.862Z,160982650586300
"""LUKE @ e1gbfgFBn7"" checks",2021-01-05T06:01:45.055Z,160982650505500
"""AJ @ DU8X52JYCl"" calls 20",2021-01-05T06:01:42.803Z,160982650280400
"""WILL @ pICSC9Ctds"" folds",2021-01-05T06:01:41.303Z,160982650130400
"""CONOR @ UA0JtktTD_"" calls 20",2021-01-05T06:01:40.479Z,160982650048000
"""SIMON @ pZYcWAwWMU"" folds",2021-01-05T06:01:38.869Z,160982649887000
"""SANJAY @ vrF6WbyhIw"" calls 20",2021-01-05T06:01:37.602Z,160982649760300
"""FINN @ TjsSi2aE2P"" folds",2021-01-05T06:01:36.763Z,160982649676400
"""LUKE @ e1gbfgFBn7"" posts a big blind of 20",2021-01-05T06:01:35.167Z,160982649516810
"""AJ @ DU8X52JYCl"" posts a small blind of 10",2021-01-05T06:01:35.167Z,160982649516809
"Your hand is Q♦, 6♣",2021-01-05T06:01:35.167Z,160982649516803
"Player stacks: #1 ""SANJAY @ vrF6WbyhIw"" (740) | #2 ""SIMON @ pZYcWAwWMU"" (2480) | #4 ""CONOR @ UA0JtktTD_"" (260) | #6 ""WILL @ pICSC9Ctds"" (1340) | #8 ""AJ @ DU8X52JYCl"" (2430) | #9 ""LUKE @ e1gbfgFBn7"" (1545) | #10 ""FINN @ TjsSi2aE2P"" (1705)",2021-01-05T06:01:35.167Z,160982649516801
"-- starting hand #117  (No Limit Texas Hold'em) (dealer: ""WILL @ pICSC9Ctds"") --",2021-01-05T06:01:35.167Z,160982649516800
"""CONOR @ UA0JtktTD_"" shows a 10♣, J♦.",2021-01-05T06:01:31.742Z,160982649174300
"""FINN @ TjsSi2aE2P"" shows a 6♣, J♠.",2021-01-05T06:01:31.181Z,160982649118200
"""AJ @ DU8X52JYCl"" shows a 9♠, 3♦.",2021-01-05T06:01:29.265Z,160982648926600
"""SANJAY @ vrF6WbyhIw"" shows a K♣, 8♠.",2021-01-05T06:01:28.683Z,160982648868400
"-- ending hand #116 --",2021-01-05T06:01:27.141Z,160982648714202
"""SIMON @ pZYcWAwWMU"" collected 1160 from pot with Two Pair, A's & 9's (combination: A♦, A♣, 9♦, 9♥, K♠)",2021-01-05T06:01:27.141Z,160982648714201
"""SIMON @ pZYcWAwWMU"" shows a A♦, A♣.",2021-01-05T06:01:27.141Z,160982648714200
"""SANJAY @ vrF6WbyhIw"" calls 120",2021-01-05T06:01:26.333Z,160982648633400
"""CONOR @ UA0JtktTD_"" folds",2021-01-05T06:01:24.101Z,160982648410200
"""SIMON @ pZYcWAwWMU"" bets 120",2021-01-05T06:01:22.647Z,160982648264700
"""SANJAY @ vrF6WbyhIw"" checks",2021-01-05T06:01:16.972Z,160982647697200
"River: 6♠, 9♦, K♠, 2♣ [9♥]",2021-01-05T06:01:15.325Z,160982647532900
"""SANJAY @ vrF6WbyhIw"" calls 60",2021-01-05T06:01:14.520Z,160982647452100
"""FINN @ TjsSi2aE2P"" folds",2021-01-05T06:01:11.463Z,160982647146400
"""CONOR @ UA0JtktTD_"" calls 60",2021-01-05T06:01:09.950Z,160982646995000
"""SIMON @ pZYcWAwWMU"" bets 60",2021-01-05T06:01:01.628Z,160982646162900
"""SANJAY @ vrF6WbyhIw"" checks",2021-01-05T06:00:59.245Z,160982645924600
"""FINN @ TjsSi2aE2P"" checks",2021-01-05T06:00:58.412Z,160982645841200
"Turn: 6♠, 9♦, K♠ [2♣]",2021-01-05T06:00:56.384Z,160982645638700
"""SANJAY @ vrF6WbyhIw"" calls 60",2021-01-05T06:00:55.576Z,160982645557700
"""FINN @ TjsSi2aE2P"" calls 60",2021-01-05T06:00:54.749Z,160982645475000
"""LUKE @ e1gbfgFBn7"" folds",2021-01-05T06:00:52.539Z,160982645254000
"""WILL @ pICSC9Ctds"" folds",2021-01-05T06:00:50.796Z,160982645079600
"""CONOR @ UA0JtktTD_"" calls 60",2021-01-05T06:00:49.962Z,160982644996300
"""SIMON @ pZYcWAwWMU"" raises to 60",2021-01-05T06:00:48.654Z,160982644865500
"""SANJAY @ vrF6WbyhIw"" calls 20",2021-01-05T06:00:44.846Z,160982644484700
"""FINN @ TjsSi2aE2P"" bets 20",2021-01-05T06:00:43.803Z,160982644380400
"""LUKE @ e1gbfgFBn7"" checks",2021-01-05T06:00:41.797Z,160982644179700
"""WILL @ pICSC9Ctds"" checks",2021-01-05T06:00:34.563Z,160982643456400
"Flop:  [6♠, 9♦, K♠]",2021-01-05T06:00:28.393Z,160982642839600
"""SANJAY @ vrF6WbyhIw"" calls 80",2021-01-05T06:00:27.584Z,160982642758500
"""FINN @ TjsSi2aE2P"" calls 80",2021-01-05T06:00:23.953Z,160982642395300
"""LUKE @ e1gbfgFBn7"" calls 80",2021-01-05T06:00:22.873Z,160982642287400
"""AJ @ DU8X52JYCl"" folds",2021-01-05T06:00:21.217Z,160982642121800
"""WILL @ pICSC9Ctds"" calls 80",2021-01-05T06:00:20.324Z,160982642032500
"""CONOR @ UA0JtktTD_"" calls 80",2021-01-05T06:00:16.616Z,160982641661700
"""SIMON @ pZYcWAwWMU"" raises to 80",2021-01-05T06:00:15.236Z,160982641523700
"""SANJAY @ vrF6WbyhIw"" calls 20",2021-01-05T06:00:10.858Z,160982641085900
"""FINN @ TjsSi2aE2P"" calls 20",2021-01-05T06:00:10.033Z,160982641003400
"""LUKE @ e1gbfgFBn7"" calls 20",2021-01-05T06:00:09.190Z,160982640919100
"""AJ @ DU8X52JYCl"" posts a big blind of 20",2021-01-05T06:00:05.393Z,160982640539511
"""WILL @ pICSC9Ctds"" posts a small blind of 10",2021-01-05T06:00:05.393Z,160982640539510
"Your hand is A♦, A♣",2021-01-05T06:00:05.393Z,160982640539504
"Player stacks: #1 ""SANJAY @ vrF6WbyhIw"" (1060) | #2 ""SIMON @ pZYcWAwWMU"" (1640) | #4 ""CONOR @ UA0JtktTD_"" (460) | #6 ""WILL @ pICSC9Ctds"" (1420) | #8 ""AJ @ DU8X52JYCl"" (2450) | #9 ""LUKE @ e1gbfgFBn7"" (1625) | #10 ""FINN @ TjsSi2aE2P"" (1845)",2021-01-05T06:00:05.393Z,160982640539502
"-- starting hand #116  (No Limit Texas Hold'em) (dealer: ""CONOR @ UA0JtktTD_"") --",2021-01-05T06:00:05.393Z,160982640539501
"The player ""SIMON @ pZYcWAwWMU"" joined the game with a stack of 1640.",2021-01-05T06:00:05.393Z,160982640539500
"""FINN @ TjsSi2aE2P"" shows a 2♦, Q♥.",2021-01-05T06:00:03.870Z,160982640387100
"""SANJAY @ vrF6WbyhIw"" shows a 10♠, 8♠.",2021-01-05T05:59:59.800Z,160982639980100
"""AJ @ DU8X52JYCl"" shows a 2♣, 2♥.",2021-01-05T05:59:58.130Z,160982639813400
"-- ending hand #115 --",2021-01-05T05:59:57.382Z,160982639738302
"""AJ @ DU8X52JYCl"" collected 350 from pot",2021-01-05T05:59:57.382Z,160982639738301
"Uncalled bet of 100 returned to ""AJ @ DU8X52JYCl""",2021-01-05T05:59:57.382Z,160982639738300
"""SANJAY @ vrF6WbyhIw"" folds",2021-01-05T05:59:56.574Z,160982639657500
"""AJ @ DU8X52JYCl"" bets 100",2021-01-05T05:59:54.877Z,160982639487800
"Turn: K♥, J♣, 6♠ [A♥]",2021-01-05T05:59:48.594Z,160982638859600
"""SANJAY @ vrF6WbyhIw"" calls 100",2021-01-05T05:59:47.787Z,160982638778800
"""AJ @ DU8X52JYCl"" bets 100",2021-01-05T05:59:42.865Z,160982638286500
"The player ""SIMON @ pZYcWAwWMU"" sit back with the stack of 1640.",2021-01-05T05:59:39.743Z,160982637974400
"Flop:  [K♥, J♣, 6♠]",2021-01-05T05:59:37.680Z,160982637768100
"""WILL @ pICSC9Ctds"" folds",2021-01-05T05:59:36.875Z,160982637687500
"""CONOR @ UA0JtktTD_"" folds",2021-01-05T05:59:35.737Z,160982637573800
"""SANJAY @ vrF6WbyhIw"" calls 60",2021-01-05T05:59:31.082Z,160982637108300
"""FINN @ TjsSi2aE2P"" folds",2021-01-05T05:59:29.554Z,160982636955500
"""LUKE @ e1gbfgFBn7"" folds",2021-01-05T05:59:28.715Z,160982636871500
"""AJ @ DU8X52JYCl"" raises to 60",2021-01-05T05:59:26.946Z,160982636694700
"""WILL @ pICSC9Ctds"" posts a big blind of 20",2021-01-05T05:59:22.173Z,160982636217410
"""CONOR @ UA0JtktTD_"" posts a small blind of 10",2021-01-05T05:59:22.173Z,160982636217409
"Player stacks: #1 ""SANJAY @ vrF6WbyhIw"" (1220) | #4 ""CONOR @ UA0JtktTD_"" (470) | #6 ""WILL @ pICSC9Ctds"" (1440) | #8 ""AJ @ DU8X52JYCl"" (2260) | #9 ""LUKE @ e1gbfgFBn7"" (1625) | #10 ""FINN @ TjsSi2aE2P"" (1845)",2021-01-05T05:59:22.173Z,160982636217402
"-- starting hand #115  (No Limit Texas Hold'em) (dead button) --",2021-01-05T05:59:22.173Z,160982636217401
"The player ""SIMON @ pZYcWAwWMU"" stand up with the stack of 1640.",2021-01-05T05:59:22.173Z,160982636217400
"""AJ @ DU8X52JYCl"" shows a 4♦, 9♦.",2021-01-05T05:59:18.811Z,160982635881200
"""FINN @ TjsSi2aE2P"" shows a 6♦, 6♥.",2021-01-05T05:59:17.344Z,160982635734400
"-- ending hand #114 --",2021-01-05T05:59:15.151Z,160982635515302
"""WILL @ pICSC9Ctds"" collected 460 from pot with Pair, K's (combination: K♦, K♣, Q♣, J♦, 8♠)",2021-01-05T05:59:15.151Z,160982635515301
"""WILL @ pICSC9Ctds"" shows a 8♠, K♦.",2021-01-05T05:59:15.151Z,160982635515300
"""FINN @ TjsSi2aE2P"" checks",2021-01-05T05:59:14.344Z,160982635434500
"""WILL @ pICSC9Ctds"" checks",2021-01-05T05:59:12.989Z,160982635299000
"River: K♣, 5♣, J♦, 7♦ [Q♣]",2021-01-05T05:59:08.884Z,160982634888900
"""WILL @ pICSC9Ctds"" calls 100",2021-01-05T05:59:08.078Z,160982634807900
"""FINN @ TjsSi2aE2P"" bets 100",2021-01-05T05:59:04.428Z,160982634442900
"""WILL @ pICSC9Ctds"" checks",2021-01-05T05:58:59.167Z,160982633916700
"Turn: K♣, 5♣, J♦ [7♦]",2021-01-05T05:58:54.413Z,160982633441700
"""LUKE @ e1gbfgFBn7"" folds",2021-01-05T05:58:53.607Z,160982633360800
"""AJ @ DU8X52JYCl"" folds",2021-01-05T05:58:48.996Z,160982632899700
"""WILL @ pICSC9Ctds"" calls 60",2021-01-05T05:58:48.116Z,160982632811700
"""CONOR @ UA0JtktTD_"" folds",2021-01-05T05:58:46.267Z,160982632627000
"""SIMON @ pZYcWAwWMU"" folds",2021-01-05T05:58:45.431Z,160982632543200
"""SANJAY @ vrF6WbyhIw"" folds",2021-01-05T05:58:41.532Z,160982632153300
"""FINN @ TjsSi2aE2P"" bets 60",2021-01-05T05:58:39.181Z,160982631918100
"""LUKE @ e1gbfgFBn7"" checks",2021-01-05T05:58:36.915Z,160982631691600
"""AJ @ DU8X52JYCl"" checks",2021-01-05T05:58:35.761Z,160982631576200
"""WILL @ pICSC9Ctds"" checks",2021-01-05T05:58:34.905Z,160982631490600
"""CONOR @ UA0JtktTD_"" checks",2021-01-05T05:58:33.009Z,160982631301000
"""SIMON @ pZYcWAwWMU"" checks",2021-01-05T05:58:32.093Z,160982631209300
"Flop:  [K♣, 5♣, J♦]",2021-01-05T05:58:28.932Z,160982630893300
"""CONOR @ UA0JtktTD_"" checks",2021-01-05T05:58:28.126Z,160982630812700
"""SIMON @ pZYcWAwWMU"" calls 20",2021-01-05T05:58:26.877Z,160982630687700
"""SANJAY @ vrF6WbyhIw"" calls 20",2021-01-05T05:58:26.045Z,160982630604600
"""FINN @ TjsSi2aE2P"" calls 20",2021-01-05T05:58:22.207Z,160982630220800
"""LUKE @ e1gbfgFBn7"" calls 20",2021-01-05T05:58:21.380Z,160982630138100
"""AJ @ DU8X52JYCl"" calls 20",2021-01-05T05:58:20.538Z,160982630053800
"""WILL @ pICSC9Ctds"" calls 20",2021-01-05T05:58:18.207Z,160982629820800
"""CONOR @ UA0JtktTD_"" posts a big blind of 20",2021-01-05T05:58:15.876Z,160982629587710
"""SIMON @ pZYcWAwWMU"" posts a small blind of 10",2021-01-05T05:58:15.876Z,160982629587709
"Your hand is Q♥, J♠",2021-01-05T05:58:15.876Z,160982629587703
"Player stacks: #1 ""SANJAY @ vrF6WbyhIw"" (1240) | #2 ""SIMON @ pZYcWAwWMU"" (1660) | #4 ""CONOR @ UA0JtktTD_"" (490) | #6 ""WILL @ pICSC9Ctds"" (1160) | #8 ""AJ @ DU8X52JYCl"" (2280) | #9 ""LUKE @ e1gbfgFBn7"" (1645) | #10 ""FINN @ TjsSi2aE2P"" (2025)",2021-01-05T05:58:15.876Z,160982629587701
"-- starting hand #114  (No Limit Texas Hold'em) (dealer: ""SANJAY @ vrF6WbyhIw"") --",2021-01-05T05:58:15.876Z,160982629587700
"""WILL @ pICSC9Ctds"" shows a 9♦, J♣.",2021-01-05T05:58:09.554Z,160982628955500
"""SIMON @ pZYcWAwWMU"" shows a 8♥, 5♠.",2021-01-05T05:58:08.685Z,160982628868600
"""CONOR @ UA0JtktTD_"" shows a 2♣, Q♥.",2021-01-05T05:58:08.590Z,160982628859000
"""FINN @ TjsSi2aE2P"" shows a 4♣, 3♥.",2021-01-05T05:58:08.195Z,160982628819600
"Undealt cards: 2♥, 8♣, K♠ [J♦, 9♥]",2021-01-05T05:58:07.470Z,160982628747000
"""LUKE @ e1gbfgFBn7"" shows a 2♠, 7♣.",2021-01-05T05:58:07.381Z,160982628738200
"""AJ @ DU8X52JYCl"" shows a K♥, Q♣.",2021-01-05T05:58:06.576Z,160982628657700
"-- ending hand #113 --",2021-01-05T05:58:05.760Z,160982628576102
"""AJ @ DU8X52JYCl"" collected 120 from pot",2021-01-05T05:58:05.760Z,160982628576101
"Uncalled bet of 120 returned to ""AJ @ DU8X52JYCl""",2021-01-05T05:58:05.760Z,160982628576100
"""WILL @ pICSC9Ctds"" folds",2021-01-05T05:58:04.956Z,160982628495700
"""CONOR @ UA0JtktTD_"" folds",2021-01-05T05:58:04.123Z,160982628412400
"""SIMON @ pZYcWAwWMU"" folds",2021-01-05T05:58:03.287Z,160982628328800
"""SANJAY @ vrF6WbyhIw"" folds",2021-01-05T05:58:01.555Z,160982628155500
"""LUKE @ e1gbfgFBn7"" folds",2021-01-05T05:58:00.720Z,160982628072100
"""AJ @ DU8X52JYCl"" bets 120",2021-01-05T05:57:59.532Z,160982627953300
"""WILL @ pICSC9Ctds"" checks",2021-01-05T05:57:55.814Z,160982627581800
"""CONOR @ UA0JtktTD_"" checks",2021-01-05T05:57:52.100Z,160982627210000
"""SIMON @ pZYcWAwWMU"" checks",2021-01-05T05:57:50.467Z,160982627046800
"""SANJAY @ vrF6WbyhIw"" checks",2021-01-05T05:57:48.108Z,160982626810900
"Flop:  [2♥, 8♣, K♠]",2021-01-05T05:57:46.640Z,160982626664100
"""SIMON @ pZYcWAwWMU"" checks",2021-01-05T05:57:45.834Z,160982626583500
"""SANJAY @ vrF6WbyhIw"" calls 20",2021-01-05T05:57:45.000Z,160982626500100
"""FINN @ TjsSi2aE2P"" folds",2021-01-05T05:57:44.177Z,160982626417800
"""LUKE @ e1gbfgFBn7"" calls 20",2021-01-05T05:57:43.344Z,160982626334500
"""AJ @ DU8X52JYCl"" calls 20",2021-01-05T05:57:42.052Z,160982626205300
"""WILL @ pICSC9Ctds"" calls 20",2021-01-05T05:57:39.952Z,160982625995300
"""CONOR @ UA0JtktTD_"" calls 20",2021-01-05T05:57:39.126Z,160982625912700
"""SIMON @ pZYcWAwWMU"" posts a big blind of 20",2021-01-05T05:57:34.094Z,160982625410010
"""SANJAY @ vrF6WbyhIw"" posts a small blind of 10",2021-01-05T05:57:34.094Z,160982625410009
"Your hand is 8♥, 5♠",2021-01-05T05:57:34.094Z,160982625410003
"Player stacks: #1 ""SANJAY @ vrF6WbyhIw"" (1260) | #2 ""SIMON @ pZYcWAwWMU"" (1680) | #4 ""CONOR @ UA0JtktTD_"" (510) | #6 ""WILL @ pICSC9Ctds"" (1180) | #8 ""AJ @ DU8X52JYCl"" (2180) | #9 ""LUKE @ e1gbfgFBn7"" (1665) | #10 ""FINN @ TjsSi2aE2P"" (2025)",2021-01-05T05:57:34.094Z,160982625410001
"-- starting hand #113  (No Limit Texas Hold'em) (dealer: ""FINN @ TjsSi2aE2P"") --",2021-01-05T05:57:34.094Z,160982625410000
"""LUKE @ e1gbfgFBn7"" shows a 3♥, 5♣.",2021-01-05T05:57:30.430Z,160982625043100
