entry,at,order
"""CONOR @ UA0JtktTD_"" calls 20",2021-01-03T05:24:29.445Z,160965146944600
"""AJ @ SJVySGD14p"" posts a big blind of 20",2021-01-03T05:24:26.757Z,160965146675809
"""SIMON @ V_qMu0YYL8"" posts a small blind of 10",2021-01-03T05:24:26.757Z,160965146675808
"Player stacks: #1 ""HARISON @ bLf5mbMF33"" (1090) | #2 ""WILL @ pICSC9Ctds"" (760) | #4 ""SIMON @ V_qMu0YYL8"" (1000) | #6 ""AJ @ SJVySGD14p"" (4135) | #8 ""CONOR @ UA0JtktTD_"" (2445) | #10 ""FINN @ TjsSi2aE2P"" (2120)",2021-01-03T05:24:26.757Z,160965146675801
"-- starting hand #104  (No Limit Texas Hold'em) (dealer: ""WILL @ pICSC9Ctds"") --",2021-01-03T05:24:26.757Z,160965146675800
"""WILL @ pICSC9Ctds"" shows a 7♠, 9♥.",2021-01-03T05:24:21.741Z,160965146174200
"""SIMON @ V_qMu0YYL8"" shows a 3♥, 2♦.",2021-01-03T05:24:19.972Z,160965145997300
"""CONOR @ UA0JtktTD_"" shows a A♣, K♣.",2021-01-03T05:24:19.229Z,160965145923000
"""AJ @ SJVySGD14p"" shows a J♣, 4♦.",2021-01-03T05:24:18.967Z,160965145896800
"""HARISON @ bLf5mbMF33"" shows a 7♣, J♥.",2021-01-03T05:24:18.305Z,160965145830500
"""FINN @ TjsSi2aE2P"" shows a K♦, 8♦.",2021-01-03T05:24:17.536Z,160965145753700
"-- ending hand #103 --",2021-01-03T05:24:16.645Z,160965145664702
"""FINN @ TjsSi2aE2P"" collected 280 from pot",2021-01-03T05:24:16.645Z,160965145664701
"Uncalled bet of 280 returned to ""FINN @ TjsSi2aE2P""",2021-01-03T05:24:16.645Z,160965145664700
"""CONOR @ UA0JtktTD_"" folds",2021-01-03T05:24:15.827Z,160965145582800
"""WILL @ pICSC9Ctds"" folds",2021-01-03T05:24:14.344Z,160965145434500
"""FINN @ TjsSi2aE2P"" bets 280",2021-01-03T05:24:11.728Z,160965145172900
"""CONOR @ UA0JtktTD_"" checks",2021-01-03T05:24:09.034Z,160965144903400
"""WILL @ pICSC9Ctds"" checks",2021-01-03T05:24:07.709Z,160965144771000
"Turn: 8♠, 6♠, 7♥ [3♠]",2021-01-03T05:23:58.365Z,160965143836900
"""CONOR @ UA0JtktTD_"" calls 60",2021-01-03T05:23:57.536Z,160965143753700
"""SIMON @ V_qMu0YYL8"" folds",2021-01-03T05:23:56.095Z,160965143609600
"""WILL @ pICSC9Ctds"" calls 60",2021-01-03T05:23:55.259Z,160965143526000
"""HARISON @ bLf5mbMF33"" folds",2021-01-03T05:23:54.406Z,160965143440700
"""FINN @ TjsSi2aE2P"" bets 60",2021-01-03T05:23:51.825Z,160965143182600
"""CONOR @ UA0JtktTD_"" checks",2021-01-03T05:23:49.331Z,160965142933200
"""SIMON @ V_qMu0YYL8"" checks",2021-01-03T05:23:48.364Z,160965142836500
"""WILL @ pICSC9Ctds"" checks",2021-01-03T05:23:46.290Z,160965142629000
"Flop:  [8♠, 6♠, 7♥]",2021-01-03T05:23:35.638Z,160965141564000
"""SIMON @ V_qMu0YYL8"" checks",2021-01-03T05:23:34.829Z,160965141482900
"""WILL @ pICSC9Ctds"" calls 20",2021-01-03T05:23:32.837Z,160965141284100
"""HARISON @ bLf5mbMF33"" calls 20",2021-01-03T05:23:31.990Z,160965141199100
"""FINN @ TjsSi2aE2P"" calls 20",2021-01-03T05:23:28.604Z,160965140860500
"""CONOR @ UA0JtktTD_"" calls 20",2021-01-03T05:23:27.772Z,160965140777300
"""AJ @ SJVySGD14p"" folds",2021-01-03T05:23:25.044Z,160965140504500
"""SIMON @ V_qMu0YYL8"" posts a big blind of 20",2021-01-03T05:23:22.810Z,160965140281109
"""WILL @ pICSC9Ctds"" posts a small blind of 10",2021-01-03T05:23:22.810Z,160965140281108
"Player stacks: #1 ""HARISON @ bLf5mbMF33"" (1110) | #2 ""WILL @ pICSC9Ctds"" (840) | #4 ""SIMON @ V_qMu0YYL8"" (1020) | #6 ""AJ @ SJVySGD14p"" (4135) | #8 ""CONOR @ UA0JtktTD_"" (2525) | #10 ""FINN @ TjsSi2aE2P"" (1920)",2021-01-03T05:23:22.810Z,160965140281101
"-- starting hand #103  (No Limit Texas Hold'em) (dealer: ""HARISON @ bLf5mbMF33"") --",2021-01-03T05:23:22.810Z,160965140281100
"""AJ @ SJVySGD14p"" shows a 2♥, 8♥.",2021-01-03T05:23:17.783Z,160965139778400
"-- ending hand #102 --",2021-01-03T05:23:16.269Z,160965139627002
"""HARISON @ bLf5mbMF33"" collected 600 from pot with Pair, J's (combination: J♦, J♥, A♦, 10♠, 8♠)",2021-01-03T05:23:16.269Z,160965139627001
"""HARISON @ bLf5mbMF33"" shows a 7♣, J♦.",2021-01-03T05:23:16.269Z,160965139627000
"""AJ @ SJVySGD14p"" checks",2021-01-03T05:23:15.463Z,160965139546400
"""HARISON @ bLf5mbMF33"" checks",2021-01-03T05:23:14.275Z,160965139427600
"River: J♥, A♦, 10♠, 8♠ [6♦]",2021-01-03T05:23:10.985Z,160965139098900
"""WILL @ pICSC9Ctds"" folds",2021-01-03T05:23:10.178Z,160965139017900
"""HARISON @ bLf5mbMF33"" calls 220",2021-01-03T05:23:08.475Z,160965138847600
"""AJ @ SJVySGD14p"" raises to 220",2021-01-03T05:22:57.565Z,160965137756600
"""WILL @ pICSC9Ctds"" calls 20",2021-01-03T05:22:54.718Z,160965137471900
"""HARISON @ bLf5mbMF33"" bets 20",2021-01-03T05:22:52.235Z,160965137223500
"Turn: J♥, A♦, 10♠ [8♠]",2021-01-03T05:22:50.468Z,160965137047000
"""AJ @ SJVySGD14p"" calls 20",2021-01-03T05:22:49.653Z,160965136965400
"""SIMON @ V_qMu0YYL8"" folds",2021-01-03T05:22:48.524Z,160965136852700
"""WILL @ pICSC9Ctds"" calls 20",2021-01-03T05:22:46.751Z,160965136675200
"""HARISON @ bLf5mbMF33"" bets 20",2021-01-03T05:22:43.720Z,160965136372100
"Flop:  [J♥, A♦, 10♠]",2021-01-03T05:22:41.102Z,160965136110400
"""WILL @ pICSC9Ctds"" checks",2021-01-03T05:22:40.294Z,160965136029500
"""HARISON @ bLf5mbMF33"" calls 20",2021-01-03T05:22:36.869Z,160965135686900
"""FINN @ TjsSi2aE2P"" folds",2021-01-03T05:22:36.025Z,160965135602600
"""CONOR @ UA0JtktTD_"" folds",2021-01-03T05:22:35.194Z,160965135519500
"""AJ @ SJVySGD14p"" calls 20",2021-01-03T05:22:32.254Z,160965135225500
"""SIMON @ V_qMu0YYL8"" calls 20",2021-01-03T05:22:30.820Z,160965135082100
"""WILL @ pICSC9Ctds"" posts a big blind of 20",2021-01-03T05:22:27.598Z,160965134759909
"""HARISON @ bLf5mbMF33"" posts a small blind of 10",2021-01-03T05:22:27.598Z,160965134759908
"Player stacks: #1 ""HARISON @ bLf5mbMF33"" (770) | #2 ""WILL @ pICSC9Ctds"" (900) | #4 ""SIMON @ V_qMu0YYL8"" (1040) | #6 ""AJ @ SJVySGD14p"" (4395) | #8 ""CONOR @ UA0JtktTD_"" (2525) | #10 ""FINN @ TjsSi2aE2P"" (1920)",2021-01-03T05:22:27.598Z,160965134759901
"-- starting hand #102  (No Limit Texas Hold'em) (dealer: ""FINN @ TjsSi2aE2P"") --",2021-01-03T05:22:27.598Z,160965134759900
"""WILL @ pICSC9Ctds"" shows a 10♠, Q♣.",2021-01-03T05:22:22.014Z,160965134201500
"""AJ @ SJVySGD14p"" shows a 2♦, 3♣.",2021-01-03T05:22:20.884Z,160965134088500
"""CONOR @ UA0JtktTD_"" shows a 8♥, 4♠.",2021-01-03T05:22:20.674Z,160965134067400
"""HARISON @ bLf5mbMF33"" shows a 9♠, J♠.",2021-01-03T05:22:19.888Z,160965133988900
"""FINN @ TjsSi2aE2P"" shows a A♥, A♦.",2021-01-03T05:22:19.098Z,160965133909900
"-- ending hand #101 --",2021-01-03T05:22:18.185Z,160965133818602
"""FINN @ TjsSi2aE2P"" collected 420 from pot",2021-01-03T05:22:18.185Z,160965133818601
"Uncalled bet of 160 returned to ""FINN @ TjsSi2aE2P""",2021-01-03T05:22:18.185Z,160965133818600
"""AJ @ SJVySGD14p"" folds",2021-01-03T05:22:17.366Z,160965133736900
"""FINN @ TjsSi2aE2P"" bets 160",2021-01-03T05:22:14.613Z,160965133461400
"Turn: 4♥, 8♣, 6♦ [J♥]",2021-01-03T05:22:10.475Z,160965133047600
"""AJ @ SJVySGD14p"" calls 60",2021-01-03T05:22:09.646Z,160965132964700
"""SIMON @ V_qMu0YYL8"" folds",2021-01-03T05:22:08.765Z,160965132876600
"""WILL @ pICSC9Ctds"" folds",2021-01-03T05:22:06.690Z,160965132669000
"""HARISON @ bLf5mbMF33"" folds",2021-01-03T05:22:04.138Z,160965132414000
"""FINN @ TjsSi2aE2P"" bets 60",2021-01-03T05:22:02.669Z,160965132267000
"Flop:  [4♥, 8♣, 6♦]",2021-01-03T05:21:57.993Z,160965131799400
"""AJ @ SJVySGD14p"" calls 60",2021-01-03T05:21:57.187Z,160965131718800
"""SIMON @ V_qMu0YYL8"" calls 60",2021-01-03T05:21:56.308Z,160965131630900
"""WILL @ pICSC9Ctds"" calls 60",2021-01-03T05:21:55.461Z,160965131546200
"""HARISON @ bLf5mbMF33"" calls 60",2021-01-03T05:21:53.890Z,160965131389100
"""FINN @ TjsSi2aE2P"" raises to 60",2021-01-03T05:21:49.238Z,160965130923900
"""CONOR @ UA0JtktTD_"" folds",2021-01-03T05:21:47.060Z,160965130706100
"""AJ @ SJVySGD14p"" calls 20",2021-01-03T05:21:46.227Z,160965130622800
"""SIMON @ V_qMu0YYL8"" calls 20",2021-01-03T05:21:45.347Z,160965130534800
"""WILL @ pICSC9Ctds"" calls 20",2021-01-03T05:21:42.047Z,160965130204800
"""HARISON @ bLf5mbMF33"" posts a big blind of 20",2021-01-03T05:21:39.343Z,160965129934409
"""FINN @ TjsSi2aE2P"" posts a small blind of 10",2021-01-03T05:21:39.343Z,160965129934408
"Player stacks: #1 ""HARISON @ bLf5mbMF33"" (830) | #2 ""WILL @ pICSC9Ctds"" (960) | #4 ""SIMON @ V_qMu0YYL8"" (1100) | #6 ""AJ @ SJVySGD14p"" (4515) | #8 ""CONOR @ UA0JtktTD_"" (2525) | #10 ""FINN @ TjsSi2aE2P"" (1620)",2021-01-03T05:21:39.343Z,160965129934401
"-- starting hand #101  (No Limit Texas Hold'em) (dealer: ""CONOR @ UA0JtktTD_"") --",2021-01-03T05:21:39.343Z,160965129934400
"""HARISON @ bLf5mbMF33"" shows a 6♥, 8♥.",2021-01-03T05:21:32.412Z,160965129241300
"""FINN @ TjsSi2aE2P"" shows a Q♠, 3♦.",2021-01-03T05:21:32.329Z,160965129233000
"""CONOR @ UA0JtktTD_"" shows a 6♠, 5♦.",2021-01-03T05:21:32.079Z,160965129208000
"-- ending hand #100 --",2021-01-03T05:21:31.322Z,160965129132302
"""FINN @ TjsSi2aE2P"" collected 220 from pot",2021-01-03T05:21:31.322Z,160965129132301
"Uncalled bet of 220 returned to ""FINN @ TjsSi2aE2P""",2021-01-03T05:21:31.322Z,160965129132300
"""HARISON @ bLf5mbMF33"" folds",2021-01-03T05:21:30.511Z,160965129051200
"""FINN @ TjsSi2aE2P"" bets 220",2021-01-03T05:21:24.216Z,160965128421700
"Turn: 5♥, 7♥, Q♦ [5♣]",2021-01-03T05:21:14.640Z,160965127464300
"""CONOR @ UA0JtktTD_"" folds",2021-01-03T05:21:13.832Z,160965127383200
"""SIMON @ V_qMu0YYL8"" folds",2021-01-03T05:21:12.103Z,160965127210400
"""WILL @ pICSC9Ctds"" folds",2021-01-03T05:21:11.269Z,160965127127000
"""HARISON @ bLf5mbMF33"" calls 60",2021-01-03T05:21:07.576Z,160965126758200
"""FINN @ TjsSi2aE2P"" bets 60",2021-01-03T05:21:06.033Z,160965126603400
"""CONOR @ UA0JtktTD_"" checks",2021-01-03T05:21:03.221Z,160965126322200
"Flop:  [5♥, 7♥, Q♦]",2021-01-03T05:20:59.094Z,160965125909600
"""FINN @ TjsSi2aE2P"" checks",2021-01-03T05:20:58.289Z,160965125829000
"""CONOR @ UA0JtktTD_"" calls 20",2021-01-03T05:20:53.656Z,160965125365800
"""AJ @ SJVySGD14p"" folds",2021-01-03T05:20:52.587Z,160965125258800
"""SIMON @ V_qMu0YYL8"" calls 20",2021-01-03T05:20:51.704Z,160965125170500
"""WILL @ pICSC9Ctds"" calls 20",2021-01-03T05:20:50.024Z,160965125002400
"""HARISON @ bLf5mbMF33"" calls 20",2021-01-03T05:20:49.155Z,160965124915600
"""FINN @ TjsSi2aE2P"" posts a big blind of 20",2021-01-03T05:20:47.024Z,160965124702509
"""CONOR @ UA0JtktTD_"" posts a small blind of 10",2021-01-03T05:20:47.024Z,160965124702508
"Player stacks: #1 ""HARISON @ bLf5mbMF33"" (910) | #2 ""WILL @ pICSC9Ctds"" (980) | #4 ""SIMON @ V_qMu0YYL8"" (1120) | #6 ""AJ @ SJVySGD14p"" (4515) | #8 ""CONOR @ UA0JtktTD_"" (2545) | #10 ""FINN @ TjsSi2aE2P"" (1480)",2021-01-03T05:20:47.024Z,160965124702501
"-- starting hand #100  (No Limit Texas Hold'em) (dealer: ""AJ @ SJVySGD14p"") --",2021-01-03T05:20:47.024Z,160965124702500
"""SIMON @ V_qMu0YYL8"" shows a 4♦, 6♥.",2021-01-03T05:20:42.515Z,160965124251600
"""WILL @ pICSC9Ctds"" shows a Q♣, 2♦.",2021-01-03T05:20:42.039Z,160965124204000
"""HARISON @ bLf5mbMF33"" shows a A♣, 3♦.",2021-01-03T05:20:40.028Z,160965124002900
"""AJ @ SJVySGD14p"" shows a Q♠, 6♠.",2021-01-03T05:20:38.355Z,160965123835700
"""CONOR @ UA0JtktTD_"" shows a 10♣, 8♠.",2021-01-03T05:20:38.205Z,160965123820600
"-- ending hand #99 --",2021-01-03T05:20:37.614Z,160965123761502
"""HARISON @ bLf5mbMF33"" collected 160 from pot",2021-01-03T05:20:37.614Z,160965123761501
"Uncalled bet of 180 returned to ""HARISON @ bLf5mbMF33""",2021-01-03T05:20:37.614Z,160965123761500
"""CONOR @ UA0JtktTD_"" folds",2021-01-03T05:20:36.809Z,160965123680900
"""AJ @ SJVySGD14p"" folds",2021-01-03T05:20:35.484Z,160965123548500
"""HARISON @ bLf5mbMF33"" bets 180",2021-01-03T05:20:34.598Z,160965123459900
"""CONOR @ UA0JtktTD_"" checks",2021-01-03T05:20:28.771Z,160965122877200
"""AJ @ SJVySGD14p"" checks",2021-01-03T05:20:27.024Z,160965122702500
"Turn: J♥, A♦, 3♣ [5♣]",2021-01-03T05:20:23.039Z,160965122304100
"""CONOR @ UA0JtktTD_"" calls 20",2021-01-03T05:20:22.231Z,160965122223200
"""AJ @ SJVySGD14p"" calls 20",2021-01-03T05:20:14.023Z,160965121402600
"""SIMON @ V_qMu0YYL8"" folds",2021-01-03T05:20:12.706Z,160965121270600
"""WILL @ pICSC9Ctds"" folds",2021-01-03T05:20:11.873Z,160965121187400
"""HARISON @ bLf5mbMF33"" bets 20",2021-01-03T05:20:07.444Z,160965120744500
"""CONOR @ UA0JtktTD_"" checks",2021-01-03T05:20:02.623Z,160965120262400
"""AJ @ SJVySGD14p"" checks",2021-01-03T05:19:55.792Z,160965119579300
"Flop:  [J♥, A♦, 3♣]",2021-01-03T05:19:51.712Z,160965119171400
"""CONOR @ UA0JtktTD_"" checks",2021-01-03T05:19:50.903Z,160965119090400
"""AJ @ SJVySGD14p"" calls 20",2021-01-03T05:19:49.744Z,160965118974400
"""SIMON @ V_qMu0YYL8"" calls 20",2021-01-03T05:19:47.947Z,160965118794800
"""WILL @ pICSC9Ctds"" calls 20",2021-01-03T05:19:45.610Z,160965118561100
"""HARISON @ bLf5mbMF33"" calls 20",2021-01-03T05:19:43.938Z,160965118393900
"""FINN @ TjsSi2aE2P"" folds",2021-01-03T05:19:43.103Z,160965118310400
"""CONOR @ UA0JtktTD_"" posts a big blind of 20",2021-01-03T05:19:40.105Z,160965118011710
"""AJ @ SJVySGD14p"" posts a small blind of 10",2021-01-03T05:19:40.105Z,160965118011709
"Player stacks: #1 ""HARISON @ bLf5mbMF33"" (790) | #2 ""WILL @ pICSC9Ctds"" (1000) | #4 ""SIMON @ V_qMu0YYL8"" (1140) | #6 ""AJ @ SJVySGD14p"" (4555) | #8 ""CONOR @ UA0JtktTD_"" (2585) | #10 ""FINN @ TjsSi2aE2P"" (1480)",2021-01-03T05:19:40.105Z,160965118011702
"-- starting hand #99  (No Limit Texas Hold'em) (dealer: ""SIMON @ V_qMu0YYL8"") --",2021-01-03T05:19:40.105Z,160965118011701
"The player ""WILL @ pICSC9Ctds"" joined the game with a stack of 1000.",2021-01-03T05:19:40.105Z,160965118011700
"""FINN @ TjsSi2aE2P"" shows a A♦, Q♣.",2021-01-03T05:19:38.796Z,160965117879700
"""HARISON @ bLf5mbMF33"" shows a Q♦, K♠.",2021-01-03T05:19:34.563Z,160965117456400
"""AJ @ SJVySGD14p"" shows a 6♥, 8♥.",2021-01-03T05:19:32.626Z,160965117262700
"-- ending hand #98 --",2021-01-03T05:19:32.054Z,160965117205502
"""AJ @ SJVySGD14p"" collected 360 from pot",2021-01-03T05:19:32.054Z,160965117205501
"Uncalled bet of 360 returned to ""AJ @ SJVySGD14p""",2021-01-03T05:19:32.054Z,160965117205500
"""SIMON @ V_qMu0YYL8"" folds",2021-01-03T05:19:31.246Z,160965117124700
"""HARISON @ bLf5mbMF33"" folds",2021-01-03T05:19:08.785Z,160965114878600
"""FINN @ TjsSi2aE2P"" folds",2021-01-03T05:19:07.934Z,160965114793500
"""AJ @ SJVySGD14p"" raises to 420",2021-01-03T05:19:06.398Z,160965114639800
"""SIMON @ V_qMu0YYL8"" bets 60",2021-01-03T05:19:03.361Z,160965114336200
"Flop:  [10♣, 8♣, 6♠]",2021-01-03T05:18:55.657Z,160965113565900
"""AJ @ SJVySGD14p"" calls 60",2021-01-03T05:18:54.846Z,160965113484700
"""SIMON @ V_qMu0YYL8"" calls 60",2021-01-03T05:18:53.821Z,160965113382200
"""HARISON @ bLf5mbMF33"" calls 60",2021-01-03T05:18:51.624Z,160965113162500
"""FINN @ TjsSi2aE2P"" raises to 60",2021-01-03T05:18:49.084Z,160965112908500
"""CONOR @ UA0JtktTD_"" folds",2021-01-03T05:18:45.663Z,160965112566400
"""AJ @ SJVySGD14p"" posts a big blind of 20",2021-01-03T05:18:29.751Z,160965110975308
"""SIMON @ V_qMu0YYL8"" posts a small blind of 10",2021-01-03T05:18:29.751Z,160965110975307
"Player stacks: #1 ""HARISON @ bLf5mbMF33"" (850) | #4 ""SIMON @ V_qMu0YYL8"" (1260) | #6 ""AJ @ SJVySGD14p"" (4315) | #8 ""CONOR @ UA0JtktTD_"" (2585) | #10 ""FINN @ TjsSi2aE2P"" (1540)",2021-01-03T05:18:29.751Z,160965110975301
"-- starting hand #98  (No Limit Texas Hold'em) (dead button) --",2021-01-03T05:18:29.751Z,160965110975300
"""HARISON @ bLf5mbMF33"" shows a K♠, 5♦.",2021-01-03T05:18:24.407Z,160965110440800
"""AJ @ SJVySGD14p"" shows a 9♥, 10♥.",2021-01-03T05:18:23.892Z,160965110389300
"-- ending hand #97 --",2021-01-03T05:18:22.433Z,160965110243302
"""AJ @ SJVySGD14p"" collected 540 from pot",2021-01-03T05:18:22.433Z,160965110243301
"Uncalled bet of 540 returned to ""AJ @ SJVySGD14p""",2021-01-03T05:18:22.433Z,160965110243300
"""CONOR @ UA0JtktTD_"" folds",2021-01-03T05:18:21.627Z,160965110162800
"""AJ @ SJVySGD14p"" bets 540",2021-01-03T05:17:53.861Z,160965107386200
"Turn: 10♦, A♠, 5♥ [2♥]",2021-01-03T05:17:49.588Z,160965106959000
"""CONOR @ UA0JtktTD_"" calls 180",2021-01-03T05:17:48.758Z,160965106875900
"""AJ @ SJVySGD14p"" bets 180",2021-01-03T05:17:47.181Z,160965106718200
"Flop:  [10♦, A♠, 5♥]",2021-01-03T05:17:40.503Z,160965106050800
"""SIMON @ V_qMu0YYL8"" folds",2021-01-03T05:17:39.692Z,160965105969300
"""HARISON @ bLf5mbMF33"" folds",2021-01-03T05:17:38.213Z,160965105821400
"""FINN @ TjsSi2aE2P"" folds",2021-01-03T05:17:37.328Z,160965105732900
"""CONOR @ UA0JtktTD_"" calls 80",2021-01-03T05:17:34.896Z,160965105489700
"The admin approved the player ""WILL @ pICSC9Ctds"" participation with a stack of 1000.",2021-01-03T05:17:31.266Z,160965105127100
"""AJ @ SJVySGD14p"" raises to 80",2021-01-03T05:17:23.496Z,160965104349700
"The player ""WILL @ pICSC9Ctds"" requested a seat.",2021-01-03T05:17:22.902Z,160965104290300
"""SIMON @ V_qMu0YYL8"" posts a big blind of 20",2021-01-03T05:17:16.957Z,160965103697209
"Dead Small Blind",2021-01-03T05:17:16.957Z,160965103697208
"Player stacks: #1 ""HARISON @ bLf5mbMF33"" (850) | #4 ""SIMON @ V_qMu0YYL8"" (1280) | #6 ""AJ @ SJVySGD14p"" (4035) | #8 ""CONOR @ UA0JtktTD_"" (2845) | #10 ""FINN @ TjsSi2aE2P"" (1540)",2021-01-03T05:17:16.957Z,160965103697202
"-- starting hand #97  (No Limit Texas Hold'em) (dealer: ""HARISON @ bLf5mbMF33"") --",2021-01-03T05:17:16.957Z,160965103697201
"The player ""WILL @ pICSC9Ctds"" quits the game with a stack of 0.",2021-01-03T05:17:16.957Z,160965103697200
"""HARISON @ bLf5mbMF33"" shows a 7♣, 2♠.",2021-01-03T05:17:12.039Z,160965103204000
"""AJ @ SJVySGD14p"" shows a 7♦, 8♥.",2021-01-03T05:17:10.937Z,160965103093800
"""CONOR @ UA0JtktTD_"" shows a A♦, 9♦.",2021-01-03T05:17:10.280Z,160965103028100
"-- ending hand #96 --",2021-01-03T05:17:09.428Z,160965102943002
"""SIMON @ V_qMu0YYL8"" collected 280 from pot with Three of a Kind, K's (combination: K♣, K♠, K♦, J♣, 8♠)",2021-01-03T05:17:09.428Z,160965102943001
"""SIMON @ V_qMu0YYL8"" collected 180 from pot with Three of a Kind, K's (combination: K♣, K♠, K♦, J♣, 8♠)",2021-01-03T05:17:09.428Z,160965102943000
"River: 8♠, 4♦, K♠, K♦ [J♣]",2021-01-03T05:17:06.385Z,160965102639200
"""SIMON @ V_qMu0YYL8"" shows a 5♠, K♣.",2021-01-03T05:17:03.379Z,160965102338102
"""WILL @ pICSC9Ctds"" shows a 5♥, 6♣.",2021-01-03T05:17:03.379Z,160965102338101
"Uncalled bet of 820 returned to ""SIMON @ V_qMu0YYL8""",2021-01-03T05:17:03.379Z,160965102338100
"""AJ @ SJVySGD14p"" folds",2021-01-03T05:17:02.568Z,160965102256900
"""SIMON @ V_qMu0YYL8"" raises to 960 and go all in",2021-01-03T05:16:59.536Z,160965101953700
"""CONOR @ UA0JtktTD_"" folds",2021-01-03T05:16:52.071Z,160965101207200
"""AJ @ SJVySGD14p"" bets 140",2021-01-03T05:16:39.601Z,160965099960500
"""SIMON @ V_qMu0YYL8"" checks",2021-01-03T05:16:33.435Z,160965099343500
"Turn: 8♠, 4♦, K♠ [K♦]",2021-01-03T05:16:27.191Z,160965098719300
"""WILL @ pICSC9Ctds"" calls 20 and go all in",2021-01-03T05:16:26.382Z,160965098638300
"""HARISON @ bLf5mbMF33"" folds",2021-01-03T05:16:24.855Z,160965098485600
"""CONOR @ UA0JtktTD_"" calls 20",2021-01-03T05:16:23.999Z,160965098400000
"""AJ @ SJVySGD14p"" calls 20",2021-01-03T05:16:20.150Z,160965098015400
"""SIMON @ V_qMu0YYL8"" bets 20",2021-01-03T05:16:18.819Z,160965097882300
"""WILL @ pICSC9Ctds"" checks",2021-01-03T05:16:16.465Z,160965097646600
"""HARISON @ bLf5mbMF33"" checks",2021-01-03T05:16:14.478Z,160965097447800
"Flop:  [8♠, 4♦, K♠]",2021-01-03T05:16:10.878Z,160965097087900
"""WILL @ pICSC9Ctds"" calls 20",2021-01-03T05:16:10.071Z,160965097007200
"""HARISON @ bLf5mbMF33"" calls 20",2021-01-03T05:16:06.490Z,160965096649100
"""FINN @ TjsSi2aE2P"" folds",2021-01-03T05:16:05.641Z,160965096564100
"""CONOR @ UA0JtktTD_"" calls 20",2021-01-03T05:16:03.710Z,160965096371100
"""AJ @ SJVySGD14p"" calls 20",2021-01-03T05:16:02.869Z,160965096287000
"""SIMON @ V_qMu0YYL8"" calls 20",2021-01-03T05:16:01.980Z,160965096198100
"""WILL @ pICSC9Ctds"" posts a big blind of 20",2021-01-03T05:15:57.914Z,160965095791910
"""HARISON @ bLf5mbMF33"" posts a small blind of 10",2021-01-03T05:15:57.914Z,160965095791909
"Player stacks: #1 ""HARISON @ bLf5mbMF33"" (870) | #2 ""WILL @ pICSC9Ctds"" (40) | #4 ""SIMON @ V_qMu0YYL8"" (1000) | #6 ""AJ @ SJVySGD14p"" (4215) | #8 ""CONOR @ UA0JtktTD_"" (2885) | #10 ""FINN @ TjsSi2aE2P"" (1540)",2021-01-03T05:15:57.914Z,160965095791902
"-- starting hand #96  (No Limit Texas Hold'em) (dealer: ""FINN @ TjsSi2aE2P"") --",2021-01-03T05:15:57.914Z,160965095791901
"The player ""SIMON @ V_qMu0YYL8"" joined the game with a stack of 1000.",2021-01-03T05:15:57.914Z,160965095791900
"-- ending hand #95 --",2021-01-03T05:15:51.887Z,160965095189003
"""AJ @ SJVySGD14p"" shows a 7♥, 3♣.",2021-01-03T05:15:51.887Z,160965095189002
"""CONOR @ UA0JtktTD_"" collected 1560 from pot with Pair, Q's (combination: Q♣, Q♦, A♣, J♣, 8♥)",2021-01-03T05:15:51.887Z,160965095189001
"""CONOR @ UA0JtktTD_"" shows a A♣, Q♣.",2021-01-03T05:15:51.887Z,160965095189000
"""WILL @ pICSC9Ctds"" folds",2021-01-03T05:15:51.067Z,160965095106800
"""CONOR @ UA0JtktTD_"" calls 520",2021-01-03T05:15:49.839Z,160965094984000
"The admin approved the player ""SIMON @ V_qMu0YYL8"" participation with a stack of 1000.",2021-01-03T05:15:42.825Z,160965094282900
"""AJ @ SJVySGD14p"" bets 520",2021-01-03T05:15:41.179Z,160965094118000
"The player ""SIMON @ V_qMu0YYL8"" requested a seat.",2021-01-03T05:15:37.112Z,160965093711300
"""WILL @ pICSC9Ctds"" checks",2021-01-03T05:15:32.278Z,160965093227800
"River: 7♣, J♣, 8♥, Q♦ [5♦]",2021-01-03T05:15:29.237Z,160965092924000
"""CONOR @ UA0JtktTD_"" checks",2021-01-03T05:15:28.432Z,160965092843200
"""AJ @ SJVySGD14p"" checks",2021-01-03T05:15:25.459Z,160965092546000
"""WILL @ pICSC9Ctds"" checks",2021-01-03T05:15:23.348Z,160965092334800
"Turn: 7♣, J♣, 8♥ [Q♦]",2021-01-03T05:15:07.748Z,160965090775100
"""WILL @ pICSC9Ctds"" calls 140",2021-01-03T05:15:06.941Z,160965090694200
"""HARISON @ bLf5mbMF33"" folds",2021-01-03T05:15:02.307Z,160965090230800
"""FINN @ TjsSi2aE2P"" folds",2021-01-03T05:15:01.058Z,160965090105800
"""CONOR @ UA0JtktTD_"" calls 140",2021-01-03T05:14:59.387Z,160965089938800
"""AJ @ SJVySGD14p"" bets 140",2021-01-03T05:14:58.286Z,160965089828700
"""WILL @ pICSC9Ctds"" checks",2021-01-03T05:14:53.740Z,160965089374100
"""HARISON @ bLf5mbMF33"" checks",2021-01-03T05:14:49.980Z,160965088998100
"""FINN @ TjsSi2aE2P"" checks",2021-01-03T05:14:48.620Z,160965088862100
"Flop:  [7♣, J♣, 8♥]",2021-01-03T05:14:44.257Z,160965088425800
