entry,at,order
"""SIMON @ V_qMu0YYL8"" shows a 7♠, Q♦.",2021-01-03T05:45:44.607Z,160965274460700
"-- ending hand #126 --",2021-01-03T05:45:43.939Z,160965274394002
"""AJ @ SJVySGD14p"" collected 80 from pot",2021-01-03T05:45:43.939Z,160965274394001
"Uncalled bet of 465 returned to ""AJ @ SJVySGD14p""",2021-01-03T05:45:43.939Z,160965274394000
"""SIMON @ V_qMu0YYL8"" folds",2021-01-03T05:45:43.132Z,160965274313300
"""HARISON @ bLf5mbMF33"" folds",2021-01-03T05:45:42.302Z,160965274230300
"""CONOR @ UA0JtktTD_"" folds",2021-01-03T05:45:41.468Z,160965274146900
"""AJ @ SJVySGD14p"" bets 465 and go all in",2021-01-03T05:45:31.050Z,160965273105100
"""SIMON @ V_qMu0YYL8"" checks",2021-01-03T05:45:27.537Z,160965272753800
"Flop:  [7♥, 9♥, 4♠]",2021-01-03T05:45:24.795Z,160965272479600
"""AJ @ SJVySGD14p"" checks",2021-01-03T05:45:23.985Z,160965272398600
"""SIMON @ V_qMu0YYL8"" calls 20",2021-01-03T05:45:22.287Z,160965272228800
"""HARISON @ bLf5mbMF33"" calls 20",2021-01-03T05:45:20.981Z,160965272098200
"""FINN @ TjsSi2aE2P"" folds",2021-01-03T05:45:20.148Z,160965272014800
"""CONOR @ UA0JtktTD_"" calls 20",2021-01-03T05:45:18.918Z,160965271891900
"""AJ @ SJVySGD14p"" posts a big blind of 20",2021-01-03T05:45:10.019Z,160965271002008
"""SIMON @ V_qMu0YYL8"" posts a small blind of 10",2021-01-03T05:45:10.019Z,160965271002007
"Player stacks: #1 ""HARISON @ bLf5mbMF33"" (2730) | #4 ""SIMON @ V_qMu0YYL8"" (1020) | #6 ""AJ @ SJVySGD14p"" (485) | #8 ""CONOR @ UA0JtktTD_"" (1805) | #10 ""FINN @ TjsSi2aE2P"" (5510)",2021-01-03T05:45:10.019Z,160965271002001
"-- starting hand #126  (No Limit Texas Hold'em) (dealer: ""HARISON @ bLf5mbMF33"") --",2021-01-03T05:45:10.019Z,160965271002000
"""HARISON @ bLf5mbMF33"" shows a 7♠, 8♦.",2021-01-03T05:45:05.298Z,160965270529900
"""CONOR @ UA0JtktTD_"" shows a 5♦, Q♦.",2021-01-03T05:45:05.047Z,160965270504900
"""AJ @ SJVySGD14p"" shows a Q♥, 7♥.",2021-01-03T05:45:04.674Z,160965270467500
"""SIMON @ V_qMu0YYL8"" shows a 2♠, K♥.",2021-01-03T05:45:04.651Z,160965270465100
"""FINN @ TjsSi2aE2P"" shows a A♣, 8♠.",2021-01-03T05:45:04.425Z,160965270442600
"-- ending hand #125 --",2021-01-03T05:45:03.577Z,160965270357802
"""FINN @ TjsSi2aE2P"" collected 660 from pot",2021-01-03T05:45:03.577Z,160965270357801
"Uncalled bet of 495 returned to ""FINN @ TjsSi2aE2P""",2021-01-03T05:45:03.577Z,160965270357800
"""SIMON @ V_qMu0YYL8"" folds",2021-01-03T05:45:02.718Z,160965270272000
"""FINN @ TjsSi2aE2P"" bets 495",2021-01-03T05:44:48.716Z,160965268871700
"""SIMON @ V_qMu0YYL8"" checks",2021-01-03T05:44:44.956Z,160965268495700
"River: K♦, A♥, 5♠, 2♥ [A♠]",2021-01-03T05:44:41.750Z,160965268175500
"""SIMON @ V_qMu0YYL8"" calls 220",2021-01-03T05:44:40.936Z,160965268093600
"""FINN @ TjsSi2aE2P"" bets 220",2021-01-03T05:44:39.417Z,160965267941800
"""SIMON @ V_qMu0YYL8"" checks",2021-01-03T05:44:36.284Z,160965267628600
"Turn: K♦, A♥, 5♠ [2♥]",2021-01-03T05:44:32.704Z,160965267270600
"""HARISON @ bLf5mbMF33"" folds",2021-01-03T05:44:31.898Z,160965267189900
"""FINN @ TjsSi2aE2P"" calls 60",2021-01-03T05:44:27.345Z,160965266734600
"""CONOR @ UA0JtktTD_"" folds",2021-01-03T05:44:26.150Z,160965266615100
"""AJ @ SJVySGD14p"" folds",2021-01-03T05:44:19.194Z,160965265919500
"""SIMON @ V_qMu0YYL8"" bets 60",2021-01-03T05:44:16.638Z,160965265664100
"""HARISON @ bLf5mbMF33"" checks",2021-01-03T05:44:11.827Z,160965265182800
"Flop:  [K♦, A♥, 5♠]",2021-01-03T05:44:05.824Z,160965264582600
"""SIMON @ V_qMu0YYL8"" checks",2021-01-03T05:44:05.016Z,160965264501700
"""HARISON @ bLf5mbMF33"" calls 20",2021-01-03T05:44:03.548Z,160965264355600
"""FINN @ TjsSi2aE2P"" calls 20",2021-01-03T05:44:02.681Z,160965264268200
"""CONOR @ UA0JtktTD_"" calls 20",2021-01-03T05:44:01.856Z,160965264185700
"""AJ @ SJVySGD14p"" calls 20",2021-01-03T05:44:01.017Z,160965264101800
"""SIMON @ V_qMu0YYL8"" posts a big blind of 20",2021-01-03T05:43:58.690Z,160965263869108
"""HARISON @ bLf5mbMF33"" posts a small blind of 10",2021-01-03T05:43:58.690Z,160965263869107
"Player stacks: #1 ""HARISON @ bLf5mbMF33"" (2750) | #4 ""SIMON @ V_qMu0YYL8"" (1320) | #6 ""AJ @ SJVySGD14p"" (505) | #8 ""CONOR @ UA0JtktTD_"" (1825) | #10 ""FINN @ TjsSi2aE2P"" (5150)",2021-01-03T05:43:58.690Z,160965263869101
"-- starting hand #125  (No Limit Texas Hold'em) (dealer: ""FINN @ TjsSi2aE2P"") --",2021-01-03T05:43:58.690Z,160965263869100
"""SIMON @ V_qMu0YYL8"" shows a 6♣, 2♠.",2021-01-03T05:43:56.129Z,160965263613000
"""CONOR @ UA0JtktTD_"" shows a 7♦, Q♣.",2021-01-03T05:43:52.951Z,160965263295200
"""AJ @ SJVySGD14p"" shows a 4♥, 4♠.",2021-01-03T05:43:52.069Z,160965263207000
"""HARISON @ bLf5mbMF33"" shows a Q♠, 4♣.",2021-01-03T05:43:51.724Z,160965263172500
"-- ending hand #124 --",2021-01-03T05:43:49.965Z,160965262996602
"""AJ @ SJVySGD14p"" collected 50 from pot",2021-01-03T05:43:49.965Z,160965262996601
"Uncalled bet of 80 returned to ""AJ @ SJVySGD14p""",2021-01-03T05:43:49.965Z,160965262996600
"""HARISON @ bLf5mbMF33"" folds",2021-01-03T05:43:49.153Z,160965262915400
"""FINN @ TjsSi2aE2P"" folds",2021-01-03T05:43:48.319Z,160965262832000
"""CONOR @ UA0JtktTD_"" folds",2021-01-03T05:43:47.491Z,160965262749200
"""AJ @ SJVySGD14p"" raises to 100",2021-01-03T05:43:45.632Z,160965262563300
"""SIMON @ V_qMu0YYL8"" folds",2021-01-03T05:43:40.135Z,160965262013600
"""HARISON @ bLf5mbMF33"" posts a big blind of 20",2021-01-03T05:43:36.797Z,160965261679808
"""FINN @ TjsSi2aE2P"" posts a small blind of 10",2021-01-03T05:43:36.797Z,160965261679807
"Player stacks: #1 ""HARISON @ bLf5mbMF33"" (2770) | #4 ""SIMON @ V_qMu0YYL8"" (1320) | #6 ""AJ @ SJVySGD14p"" (475) | #8 ""CONOR @ UA0JtktTD_"" (1825) | #10 ""FINN @ TjsSi2aE2P"" (5160)",2021-01-03T05:43:36.797Z,160965261679801
"-- starting hand #124  (No Limit Texas Hold'em) (dealer: ""CONOR @ UA0JtktTD_"") --",2021-01-03T05:43:36.797Z,160965261679800
"""AJ @ SJVySGD14p"" shows a 3♦, 8♥.",2021-01-03T05:43:31.662Z,160965261166300
"-- ending hand #123 --",2021-01-03T05:43:30.278Z,160965261028004
"""CONOR @ UA0JtktTD_"" shows a 7♦, 2♥.",2021-01-03T05:43:30.278Z,160965261028003
"""HARISON @ bLf5mbMF33"" shows a J♦, 10♣.",2021-01-03T05:43:30.278Z,160965261028002
"""FINN @ TjsSi2aE2P"" collected 320 from pot with Flush, Js High (combination: J♠, 9♠, 7♠, 3♠, 2♠)",2021-01-03T05:43:30.278Z,160965261028001
"""FINN @ TjsSi2aE2P"" shows a 3♠, 4♦.",2021-01-03T05:43:30.278Z,160965261028000
"""FINN @ TjsSi2aE2P"" calls 20",2021-01-03T05:43:29.467Z,160965260946800
"""CONOR @ UA0JtktTD_"" calls 20",2021-01-03T05:43:28.447Z,160965260844800
"""HARISON @ bLf5mbMF33"" bets 20",2021-01-03T05:43:27.026Z,160965260702700
"""FINN @ TjsSi2aE2P"" checks",2021-01-03T05:43:23.191Z,160965260319200
"""CONOR @ UA0JtktTD_"" checks",2021-01-03T05:43:21.137Z,160965260113800
"River: 9♠, 7♠, 2♠, Q♦ [J♠]",2021-01-03T05:43:18.071Z,160965259807700
"""HARISON @ bLf5mbMF33"" checks",2021-01-03T05:43:17.263Z,160965259726400
"""FINN @ TjsSi2aE2P"" checks",2021-01-03T05:43:16.435Z,160965259643600
"""CONOR @ UA0JtktTD_"" checks",2021-01-03T05:43:14.961Z,160965259496100
"Turn: 9♠, 7♠, 2♠ [Q♦]",2021-01-03T05:43:11.510Z,160965259151300
"""SIMON @ V_qMu0YYL8"" folds",2021-01-03T05:43:10.705Z,160965259070600
"""HARISON @ bLf5mbMF33"" calls 60",2021-01-03T05:43:09.877Z,160965258987800
"""FINN @ TjsSi2aE2P"" calls 60",2021-01-03T05:43:09.049Z,160965258905000
"""CONOR @ UA0JtktTD_"" bets 60",2021-01-03T05:43:07.415Z,160965258741600
"Flop:  [9♠, 7♠, 2♠]",2021-01-03T05:42:56.199Z,160965257620000
"""FINN @ TjsSi2aE2P"" checks",2021-01-03T05:42:55.384Z,160965257538500
"""CONOR @ UA0JtktTD_"" calls 20",2021-01-03T05:42:54.536Z,160965257453700
"""AJ @ SJVySGD14p"" folds",2021-01-03T05:42:52.975Z,160965257297600
"""SIMON @ V_qMu0YYL8"" calls 20",2021-01-03T05:42:52.085Z,160965257208600
"""HARISON @ bLf5mbMF33"" calls 20",2021-01-03T05:42:50.809Z,160965257081000
"""FINN @ TjsSi2aE2P"" posts a big blind of 20",2021-01-03T05:42:46.856Z,160965256685708
"""CONOR @ UA0JtktTD_"" posts a small blind of 10",2021-01-03T05:42:46.856Z,160965256685707
"Player stacks: #1 ""HARISON @ bLf5mbMF33"" (2870) | #4 ""SIMON @ V_qMu0YYL8"" (1340) | #6 ""AJ @ SJVySGD14p"" (475) | #8 ""CONOR @ UA0JtktTD_"" (1925) | #10 ""FINN @ TjsSi2aE2P"" (4940)",2021-01-03T05:42:46.856Z,160965256685701
"-- starting hand #123  (No Limit Texas Hold'em) (dealer: ""AJ @ SJVySGD14p"") --",2021-01-03T05:42:46.856Z,160965256685700
"""SIMON @ V_qMu0YYL8"" shows a 3♣, 6♦.",2021-01-03T05:42:41.628Z,160965256162900
"""AJ @ SJVySGD14p"" shows a J♦, K♣.",2021-01-03T05:42:41.614Z,160965256161500
"""CONOR @ UA0JtktTD_"" shows a 5♦, A♠.",2021-01-03T05:42:39.633Z,160965255963400
"""HARISON @ bLf5mbMF33"" shows a J♥, 2♣.",2021-01-03T05:42:38.740Z,160965255874000
"""FINN @ TjsSi2aE2P"" shows a 10♦, J♠.",2021-01-03T05:42:38.627Z,160965255862800
"-- ending hand #122 --",2021-01-03T05:42:37.450Z,160965255745102
"""FINN @ TjsSi2aE2P"" collected 160 from pot",2021-01-03T05:42:37.450Z,160965255745101
"Uncalled bet of 160 returned to ""FINN @ TjsSi2aE2P""",2021-01-03T05:42:37.450Z,160965255745100
"""CONOR @ UA0JtktTD_"" folds",2021-01-03T05:42:36.642Z,160965255664300
"""FINN @ TjsSi2aE2P"" bets 160",2021-01-03T05:42:32.043Z,160965255204400
"""CONOR @ UA0JtktTD_"" checks",2021-01-03T05:42:28.435Z,160965254843600
"Turn: 5♣, 6♥, 2♥ [8♥]",2021-01-03T05:42:26.576Z,160965254657700
"""AJ @ SJVySGD14p"" folds",2021-01-03T05:42:25.766Z,160965254576700
"""HARISON @ bLf5mbMF33"" folds",2021-01-03T05:42:24.875Z,160965254487500
"""FINN @ TjsSi2aE2P"" calls 40",2021-01-03T05:42:24.040Z,160965254404100
"""CONOR @ UA0JtktTD_"" bets 40",2021-01-03T05:42:18.364Z,160965253836500
"""AJ @ SJVySGD14p"" checks",2021-01-03T05:42:15.274Z,160965253527500
"Flop:  [5♣, 6♥, 2♥]",2021-01-03T05:42:12.636Z,160965253263800
"""CONOR @ UA0JtktTD_"" checks",2021-01-03T05:42:11.826Z,160965253182600
"""AJ @ SJVySGD14p"" calls 20",2021-01-03T05:42:07.392Z,160965252739300
"""SIMON @ V_qMu0YYL8"" folds",2021-01-03T05:42:05.394Z,160965252539500
"""HARISON @ bLf5mbMF33"" calls 20",2021-01-03T05:42:03.913Z,160965252391700
"""FINN @ TjsSi2aE2P"" calls 20",2021-01-03T05:42:01.616Z,160965252162200
"""CONOR @ UA0JtktTD_"" posts a big blind of 20",2021-01-03T05:41:59.813Z,160965251981508
"""AJ @ SJVySGD14p"" posts a small blind of 10",2021-01-03T05:41:59.813Z,160965251981507
"Player stacks: #1 ""HARISON @ bLf5mbMF33"" (2890) | #4 ""SIMON @ V_qMu0YYL8"" (1340) | #6 ""AJ @ SJVySGD14p"" (495) | #8 ""CONOR @ UA0JtktTD_"" (1985) | #10 ""FINN @ TjsSi2aE2P"" (4840)",2021-01-03T05:41:59.813Z,160965251981501
"-- starting hand #122  (No Limit Texas Hold'em) (dealer: ""SIMON @ V_qMu0YYL8"") --",2021-01-03T05:41:59.813Z,160965251981500
"""CONOR @ UA0JtktTD_"" shows a J♣, K♥.",2021-01-03T05:41:55.035Z,160965251503600
"""SIMON @ V_qMu0YYL8"" shows a K♣, A♠.",2021-01-03T05:41:54.308Z,160965251430900
"""AJ @ SJVySGD14p"" shows a 6♦, 4♣.",2021-01-03T05:41:53.757Z,160965251375800
"""HARISON @ bLf5mbMF33"" shows a 10♠, A♦.",2021-01-03T05:41:52.808Z,160965251280800
"-- ending hand #121 --",2021-01-03T05:41:51.070Z,160965251107102
"""AJ @ SJVySGD14p"" collected 100 from pot",2021-01-03T05:41:51.070Z,160965251107101
"Uncalled bet of 395 returned to ""AJ @ SJVySGD14p""",2021-01-03T05:41:51.070Z,160965251107100
"""SIMON @ V_qMu0YYL8"" folds",2021-01-03T05:41:50.260Z,160965251026100
"""HARISON @ bLf5mbMF33"" folds",2021-01-03T05:41:41.284Z,160965250128500
"""FINN @ TjsSi2aE2P"" folds",2021-01-03T05:41:40.453Z,160965250045400
"""CONOR @ UA0JtktTD_"" folds",2021-01-03T05:41:39.629Z,160965249963000
"""AJ @ SJVySGD14p"" bets 395 and go all in",2021-01-03T05:41:37.561Z,160965249756200
"""SIMON @ V_qMu0YYL8"" checks",2021-01-03T05:41:34.672Z,160965249467300
"Flop:  [5♥, 6♣, 2♠]",2021-01-03T05:41:30.975Z,160965249097600
"""AJ @ SJVySGD14p"" checks",2021-01-03T05:41:30.170Z,160965249017100
"""SIMON @ V_qMu0YYL8"" calls 20",2021-01-03T05:41:27.715Z,160965248771600
"""HARISON @ bLf5mbMF33"" calls 20",2021-01-03T05:41:26.469Z,160965248647200
